anzahl;vorname;geschlecht;position
32;Sophie;w;2
30;Marie;w;2
25;Mia;w;1
21;Ali;m;1
21;Emma;w;1
20;Mira;w;1
19;Elias;m;1
18;Adam;m;1
18;Ella;w;1
17;Paul;m;1
17;Lina;w;1
16;Leon;m;1
16;Liam;m;1
16;Elif;w;1
15;Maria;w;2
15;Louis;m;1
15;Emilia;w;1
15;Noah;m;1
15;Lea;w;1
15;Mila;w;1
13;Anton;m;1
13;Ben;m;1
13;Hannah;w;1
13;Luca;m;1
12;Charlotte;w;2
12;Amir;m;1
12;Felix;m;1
12;Moritz;m;1
12;Theo;m;1
12;Ömer;m;1
11;Friedrich;m;2
11;Paul;m;2
11;Charlotte;w;1
11;David;m;1
11;Jakob;m;1
11;Jonas;m;1
11;Karl;m;1
11;Lukas;m;1
11;Maximilian;m;1
11;Milan;m;1
10;Ali;m;2
10;Clara;w;1
10;Ela;w;1
10;Emily;w;1
10;Maria;w;1
10;Mariam;w;1
10;Emil;m;1
10;Emir;m;1
10;Omar;m;1
9;Alexander;m;2
9;Nur;w;2
9;Johanna;w;1
9;Lia;w;1
9;Paula;w;1
9;Sofia;w;1
9;Jonathan;m;1
9;Oskar;m;1
8;Luise;w;2
8;Amelie;w;1
8;Elina;w;1
8;Elisa;w;1
8;Luisa;w;1
8;Maya;w;1
8;Mina;w;1
8;Sophia;w;1
8;Yasmin;w;1
8;Daniel;m;1
8;Zeynep;w;1
8;Henry;m;1
8;Mert;m;1
8;Mohamad;m;1
8;Mohammad;m;1
8;Yusuf;m;1
7;Ben;m;2
7;Daniel;m;2
7;Jonathan;m;2
7;Johanna;w;2
7;Noah;m;2
7;Sophia;w;2
7;Aylin;w;1
7;Fatima;w;1
7;Greta;w;1
7;Ida;w;1
7;Leonie;w;1
7;Alexander;m;1
7;Lilly;w;1
7;Bruno;m;1
7;Marie;w;1
7;Erik;m;1
7;Nele;w;1
7;Ibrahim;m;1
7;Ilyas;m;1
7;Julian;m;1
7;Lucas;m;1
7;Niklas;m;1
7;Tom;m;1
7;Yasin;m;1
6;Can;m;2
6;Amelie;w;2
6;Jonas;m;2
6;Elisabeth;w;2
6;Maximilian;m;2
6;Valentin;m;2
6;Wolfgang;m;2
6;Frieda;w;1
6;Hanna;w;1
6;Helena;w;1
6;Jasmin;w;1
6;Leni;w;1
6;Maja;w;1
6;Meryem;w;1
6;Emre;m;1
6;Miray;w;1
6;Finn;m;1
6;Paulina;w;1
6;Hamza;m;1
6;Sara;w;1
6;Hussein;m;1
6;Levi;m;1
6;Mahmoud;m;1
6;Max;m;1
6;Mika;m;1
6;Muhammed;m;1
6;Ole;m;1
6;Valentin;m;1
5;Emilia;w;2
5;Leonie;w;2
5;Pauline;w;2
5;Benjamin;m;2
5;Efe;m;2
5;Elias;m;2
5;Levi;m;2
5;Peter;m;2
5;Amalia;w;1
5;Amira;w;1
5;Anna;w;1
5;Carlotta;w;1
5;Celine;w;1
5;Emely;w;1
5;Hailey;w;1
5;Helene;w;1
5;Benjamin;m;1
5;Lara;w;1
5;Bilal;m;1
5;Layan;w;1
5;Jan;m;1
5;Liya;w;1
5;Joel;m;1
5;Louisa;w;1
5;Joshua;m;1
5;Malak;w;1
5;Julius;m;1
5;Martha;w;1
5;Kaan;m;1
5;Melek;w;1
5;Khaled;m;1
5;Melina;w;1
5;Kilian;m;1
5;Victoria;w;1
5;Leonard;m;1
5;Zoe;w;1
5;Mustafa;m;1
5;Samuel;m;1
5;Toni;m;1
5;Yiğit;m;1
4;Marie;w;3
4;Anna;w;2
4;Clara;w;2
4;Elif;w;2
4;Lucia;w;2
4;Marlene;w;2
4;David;m;2
4;Mathilda;w;2
4;Dennis;m;2
4;Rosalie;w;2
4;Heinrich;m;2
4;Su;w;2
4;Johannes;m;2
4;Karl;m;2
4;Lennard;m;2
4;Max;m;2
4;Raphael;m;2
