anzahl;vorname;geschlecht;position
17;Sophie;w;2
16;Marie;w;2
15;Alexander;m;2
14;Charlotte;w;1
14;Emma;w;1
13;Emilia;w;1
11;Clara;w;1
9;Maria;w;2
9;Sophia;w;2
9;Noah;m;1
9;Paul;m;1
8;Leon;m;1
8;Maria;w;1
7;Alexander;m;1
7;Jakob;m;1
7;Jonas;m;1
7;Anna;w;1
7;Julian;m;1
7;Eva;w;1
7;Max;m;1
7;Greta;w;1
7;Leonie;w;1
7;Mia;w;1
6;Benjamin;m;2
6;Maximilian;m;2
6;Charlotte;w;2
6;Emilia;w;2
6;Adam;m;1
6;Ben;m;1
6;David;m;1
6;Elena;w;1
6;Emil;m;1
6;Emily;w;1
6;Karl;m;1
6;Lina;w;1
6;Liam;m;1
6;Theodor;m;1
5;Marie;w;3
5;Anton;m;2
5;Elias;m;2
5;Felix;m;2
5;Michael;m;2
5;Elisabeth;w;2
5;Ella;w;1
5;Hannah;w;1
5;Amir;m;1
5;Johanna;w;1
5;Anton;m;1
5;Lara;w;1
5;Carl;m;1
5;Maya;w;1
5;Gustav;m;1
5;Merle;w;1
5;Kian;m;1
5;Sophie;w;1
5;Louis;m;1
5;Lukas;m;1
5;Oskar;m;1
5;Tom;m;1
4;Ali;m;2
4;Henry;m;2
4;Leon;m;2
4;Luca;m;2
4;Alina;w;1
4;Ida;w;1
4;Luisa;w;1
4;Marie;w;1
4;Adrian;m;1
4;Mila;w;1
4;Arthur;m;1
4;Mira;w;1
4;Bruno;m;1
4;Olivia;w;1
4;Felix;m;1
4;Sofia;w;1
4;Finn;m;1
4;Sophia;w;1
4;Franz;m;1
4;Frederik;m;1
4;Janne;m;1
4;Johann;m;1
4;Jonathan;m;1
4;Levi;m;1
4;Maximilian;m;1
4;Milan;m;1
4;Mohamed;m;1
4;Moritz;m;1
4;Philipp;m;1
3;Carlotta;w;2
3;Elisa;w;2
3;Grace;w;2
3;Lina;w;2
3;Anh;m;2
3;Magdalena;w;2
3;Martin;m;2
3;Rosa;w;2
3;Paul;m;2
3;Viktoria;w;2
3;Richard;m;2
3;Roland;m;2
3;Samuel;m;2
3;Sebastian;m;2
3;Ada;w;1
3;Alexandra;w;1
3;Amelia;w;1
3;Anastasia;w;1
3;Ava;w;1
3;Elina;w;1
3;Elsa;w;1
3;Frieda;w;1
3;Helena;w;1
3;Katharina;w;1
3;Klara;w;1
3;Dominik;m;1
3;Laura;w;1
3;Elias;m;1
3;Lena;w;1
3;Gabriel;m;1
3;Leni;w;1
3;Henry;m;1
3;Leyla;w;1
3;Leonhard;m;1
3;Liv;w;1
3;Martin;m;1
3;Livia;w;1
3;Matteo;m;1
3;Lucia;w;1
3;Maxim;m;1
3;Luna;w;1
3;Michael;m;1
3;Magdalena;w;1
3;Robin;m;1
3;Malia;w;1
3;Theo;m;1
3;Mara;w;1
3;Valentin;m;1
3;Matilda;w;1
3;Nina;w;1
3;Paula;w;1
3;Rosa;w;1
3;Sarah;w;1
3;Stella;w;1
3;Theresa;w;1
3;Zoe;w;1
2;Constantin;m;3
2;Leon;m;3
2;Wolfgang;m;3
2;Antonia;w;2
2;Elise;w;2
2;Emily;w;2
2;Franziska;w;2
2;Arthur;m;2
2;Gabriela;w;2
2;Ben;m;2
2;Helga;w;2
2;Clemens;m;2
2;Isabel;w;2
2;David;m;2
2;Johanna;w;2
2;Elvis;m;2
2;Katharina;w;2
2;Frederik;m;2
2;Lara;w;2
2;Friedrich;m;2
2;Leni;w;2
2;Fritz;m;2
2;Lucia;w;2
2;Gabriel;m;2
2;Malou;w;2
2;Johann;m;2
2;Matilda;w;2
2;Johannes;m;2
2;Sarah;w;2
2;Julian;m;2
2;Sofia;w;2
2;Leonard;m;2
2;Liam;m;2
2;Linus;m;2
2;Nikolai;m;2
2;Otto;m;2
2;Rafael;m;2
2;Ralf;m;2
2;Robert;m;2
2;Theodor;m;2
2;Valentin;m;2
2;Vincent;m;2
2;Wilhelm;m;2
2;Benjamin;m;1
2;Carlo;m;1
2;Daniel;m;1
2;Edward;m;1
2;Emilian;m;1
2;Emilio;m;1
2;Erik;m;1
2;Ferdinand;m;1
2;Alessia;w;1
2;Filip;m;1
2;Amalia;w;1
2;Friedrich;m;1
2;Amanda;w;1
2;Henrik;m;1
2;Amelie;w;1
2;Ilja;m;1
2;Daria;w;1
2;Jacob;m;1
2;Diana;w;1
2;Jamie;m;1
2;Elisa;w;1
2;Jaron;m;1
2;Elisabeth;w;1
2;Joshua;m;1
2;Hanna;w;1
2;Juri;m;1
2;Inara;w;1
2;Justus;m;1
2;Isabel;w;1
2;Konstantin;m;1
2;Jolina;w;1
2;Lars;m;1
2;Julia;w;1
2;Lennard;m;1
2;Juna;w;1
2;Lennox;m;1
2;Leonora;w;1
2;Leo;m;1
2;Lia;w;1
2;Leonard;m;1
2;Lotta;w;1
2;Leonardo;m;1
2;Lucy;w;1
2;Lorenz;m;1
2;Malina;w;1
2;Luan;m;1
2;Mariella;w;1
2;Luis;m;1
2;Marlene;w;1
2;Marlon;m;1
2;Mathilda;w;1
2;Matti;m;1
2;Melina;w;1
2;Neo;m;1
2;Minou;w;1
2;Nico;m;1
2;Nika;w;1
2;Nicolas;m;1
2;Rieke;w;1
2;Niklas;m;1
2;Sara;w;1
2;Nils;m;1
2;Talina;w;1
2;Ole;m;1
2;Tilda;w;1
2;Oscar;m;1
2;Valentina;w;1
2;Patrick;m;1
2;Viktoria;w;1
2;Richard;m;1
2;Till;m;1
2;Timo;m;1
2;Vincent;m;1
2;Yassin;m;1
1;Granna;m;6
1;Einar;m;5
1;Elisabeth;w;5
1;Silveré;m;5
1;Benny;m;4
1;Helga;w;4
1;Carl;m;4
1;Juliane;w;4
1;Daniel;m;4
1;Margarita;w;4
1;Frederik;m;4
1;Marta;w;4
1;Morten;m;4
1;Sabine;w;4
1;Wolfgang;m;4
1;Almuth;w;3
1;Amelie;w;3
1;Alex;m;3
1;Ann;w;3
1;Alexander;m;3
1;Annie;w;3
1;Alune;m;3
1;Asel;w;3
1;Bao;m;3
1;Berlin;w;3
1;Bảo;m;3
1;Brigitta;w;3
1;Darion;m;3
1;Christine;w;3
1;Eduard;m;3
1;Csilla;w;3
1;Eerik;m;3
1;Daniela;w;3
1;Feliz;m;3
1;Dokht;w;3
1;Franz;m;3
1;Dorothea;w;3
1;Gabriel;m;3
1;Eleonore;w;3
1;Hartwig;m;3
1;Elfriede;w;3
1;Heinrich;m;3
1;Gabriele;w;3
1;Huy;m;3
1;Gaby;w;3
1;Immanuel;m;3
1;Heike;w;3
1;Jacob;m;3
1;Hildegard;w;3
1;Jamil;m;3
1;Ida;w;3
1;Jasper;m;3
1;Inge;w;3
1;Jean;m;3
1;Irene;w;3
1;Jürgen;m;3
1;Isabella;w;3
1;Kornel;m;3
1;Jennifer;w;3
1;Leo;m;3
1;Josefine;w;3
1;Leonhard;m;3
1;Jutta;w;3
1;Lothar;m;3
1;Karin;w;3
1;Ludwig;m;3
1;Karina;w;3
1;Manfred;m;3
1;Klara;w;3
1;Maximilian;m;3
1;Leonor;w;3
1;Ndiouga;m;3
1;Li;w;3
1;Nepomuk;m;3
1;Luise;w;3
1;Ngoni;m;3
1;Mara;w;3
1;Paul;m;3
1;Marleen;w;3
1;Petar;m;3
1;Meta;w;3
1;Peter;m;3
1;Mimi;w;3
1;Richard;m;3
1;Ruth;w;3
1;Rudolf;m;3
1;Sophie;w;3
1;Rufus;m;3
1;Susanne;w;3
1;Shokat;m;3
1;Theresa;w;3
1;Sly;m;3
1;Ulrike;w;3
1;Stanley;m;3
1;Vera;w;3
1;Tali;m;3
1;Veronika;w;3
1;Theodor;m;3
1;Victoria;w;3
1;Tse;m;3
1;Xin;w;3
1;Vincent;m;3
1;Zuri;w;3
1;Vu;m;3
1;Wendelin;m;3
1;Wilhelm;m;3
1;William;m;3
1;Achieng;w;2
1;Adele;w;2
1;Aimée;w;2
1;Alani;w;2
1;Alia;w;2
1;Amadea;w;2
1;Amalia;w;2
1;Amalie;w;2
1;Amalija;w;2
1;Amara;w;2
1;Amelie;w;2
1;Amita;w;2
1;Adam;m;2
1;Anaïs;w;2
1;Afoue;m;2
1;Andrea;w;2
1;Albert;m;2
1;Angelina;w;2
1;Alois;m;2
1;Anh;w;2
1;Amani;m;2
1;Anita;w;2
1;Amiin;m;2
1;Annabelle;w;2
1;Amir;m;2
1;Annik;w;2
1;An;m;2
1;Anouk;w;2
1;Andrei;m;2
1;Arcelyn;w;2
1;Andrew;m;2
1;Arturovna;w;2
1;André;m;2
1;Astrid;w;2
1;Antonius;m;2
1;Asya;w;2
1;Armin;m;2
1;Barbara;w;2
1;Atlas;m;2
1;Bella;w;2
1;August;m;2
1;Berenike;w;2
1;Aurelio;m;2
1;Boming;w;2
1;Ayaz;m;2
1;Camille;w;2
1;Belal;m;2
1;Carolina;w;2
1;Benedikt;m;2
1;Caterina;w;2
1;Benno;m;2
1;Cecile;w;2
1;Bertil;m;2
1;Cecilie;w;2
1;Birger;m;2
1;Celia;w;2
1;Bosse;m;2
1;Celine;w;2
1;Branko;m;2
1;Charlott;w;2
1;Brian;m;2
1;Charlotta;w;2
1;Burghard;m;2
1;Chiara;w;2
1;Bóhéng;m;2
1;Chimamanda;w;2
1;Carl;m;2
1;Chishamiso;w;2
1;Carsten;m;2
1;Chizara;w;2
1;Caspar;m;2
1;Chloe;w;2
1;Catalin;m;2
1;Christina;w;2
1;Chigozie;m;2
1;Christine;w;2
1;Christoph;m;2
1;Chérie;w;2
1;Christopher;m;2
1;Claudia;w;2
1;Clément;m;2
1;Cornelia;w;2
1;Constantin;m;2
1;Cristina;w;2
1;Corvin;m;2
1;Cäcilia;w;2
1;Dalius;m;2
1;Danielle;w;2
1;Davi;m;2
1;Dhavinya;w;2
1;Davíd;m;2
1;Dorcas;w;2
1;Dean;m;2
1;Edita;w;2
1;Duy;m;2
1;Egorovna;w;2
1;Edvin;m;2
1;Eleanor;w;2
1;Emanuel;m;2
1;Elfriede;w;2
1;Emanuele;m;2
1;Elisabet;w;2
1;Emil;m;2
1;Elza;w;2
1;Emilian;m;2
1;Emira;w;2
1;Emin;m;2
1;Estelle;w;2
1;Enes;m;2
1;Eunice;w;2
1;Enno;m;2
1;Eva;w;2
1;Enzo;m;2
1;Evin;w;2
1;Erdem;m;2
1;Fabienne;w;2
1;Erich;m;2
1;Fae;w;2
1;Ernst;m;2
1;Fatima;w;2
1;Ernst-Ludwig;m;2
1;Faye;w;2
1;Etienne;m;2
1;Fe;w;2
1;Eyüp;m;2
1;Fee;w;2
1;Fabian;m;2
1;Feline;w;2
1;Fadi;m;2
1;Fiana;w;2
1;Federico;m;2
1;Filice;w;2
1;Felipe;m;2
1;Freja;w;2
1;Fiete;m;2
1;Féerie;w;2
1;Flynn;m;2
1;Gabriele;w;2
1;Gagik;m;2
1;Gabrielle;w;2
1;Gaspar;m;2
1;Georgine;w;2
1;Georg;m;2
1;Gertraud;w;2
1;Gerd;m;2
1;Gitti;w;2
1;Gerhard;m;2
1;Grazia;w;2
1;Gia;m;2
1;Greta;w;2
1;Gioacchino;m;2
1;Hanna;w;2
1;Giuseppe;m;2
1;Hanni;w;2
1;Gregor;m;2
1;Hedwig;w;2
1;Gustav;m;2
1;Helen;w;2
1;Hannes;m;2
1;Helene;w;2
1;Hans;m;2
1;Helmi;w;2
1;Hassan;m;2
1;Husna;w;2
1;Henning;m;2
1;Iken;w;2
1;Henri;m;2
1;Ilayda;w;2
1;Henrik;m;2
1;Irina;w;2
1;Huy;m;2
1;Irma;w;2
1;Ingo;m;2
1;Isabell;w;2
1;István;m;2
1;Isabella;w;2
1;Jackson;m;2
1;Isabelle;w;2
1;Jacob;m;2
1;Jaelyn;w;2
1;Jakob;m;2
1;Jasper;w;2
1;Jamal;m;2
1;Jessica;w;2
1;James;m;2
1;Jiayi;w;2
1;Jan;m;2
1;Jolanda;w;2
1;Janus;m;2
1;Josefine;w;2
1;Jari;m;2
1;Julia;w;2
1;Jayden;m;2
1;Juna;w;2
1;Jeannot;m;2
1;Justina;w;2
1;Jelani;m;2
1;Kadi;w;2
1;Johan;m;2
1;Khadijeh;w;2
1;Jona;m;2
1;Klara;w;2
1;Jonah;m;2
1;Käthe;w;2
1;Jonathan;m;2
1;Laeticia;w;2
1;Joris;m;2
1;Laetitia;w;2
1;Joschka;m;2
1;Lavinia;w;2
1;Josef;m;2
1;Lea;w;2
1;Juho;m;2
1;Leanna;w;2
1;Julius;m;2
1;Lena;w;2
1;Junis;m;2
1;Lenja;w;2
1;Kai;m;2
1;Leonore;w;2
1;Karam;m;2
1;Lia;w;2
1;Kemal;m;2
1;Lilian;w;2
1;Kjell;m;2
1;Lilo;w;2
1;Kosmo;m;2
1;Lioba;w;2
1;Krunoslav;m;2
1;Liv;w;2
1;Kuzey;m;2
1;Livia;w;2
1;Leopold;m;2
1;Liz;w;2
1;Levi;m;2
1;Loreley;w;2
1;Lior;m;2
1;Lorena;w;2
1;Loius;m;2
1;Lote;w;2
1;Lucas;m;2
1;Lotta;w;2
1;Ludwig;m;2
1;Lotte;w;2
1;Luka;m;2
1;Lou;w;2
1;Mael;m;2
1;Louisa;w;2
1;Magnus;m;2
1;Lucie;w;2
1;Maria;m;2
1;Luise;w;2
1;Marius;m;2
1;Luki;w;2
1;Mate;m;2
1;Luoqi;w;2
1;Matheo;m;2
1;Lynn;w;2
1;Matis;m;2
1;Mabel;w;2
1;Matteo;m;2
1;Mae;w;2
1;Matthias;m;2
1;Maelle;w;2
1;Maurice;m;2
1;Malina;w;2
1;Max;m;2
1;Manuela;w;2
1;Maxim;m;2
1;Margret;w;2
1;Michél;m;2
1;Marianna;w;2
1;Mihrali;m;2
1;Marie-Christine;w;2
1;Mikaloniaina;m;2
1;Marija;w;2
1;Nathan;m;2
1;Marleen;w;2
1;Navin;m;2
1;Marlene;w;2
1;Neemia;m;2
1;Martha;w;2
1;Nevi;m;2
1;Martina;w;2
1;Nicolai;m;2
1;Mathea;w;2
1;Nicolas;m;2
1;Mathilda;w;2
1;Niklas;m;2
1;Maxima;w;2
1;Nikola;m;2
1;May;w;2
1;Nikolas;m;2
1;Maya;w;2
1;Noam;m;2
1;Melanie;w;2
1;Oliver;m;2
1;Melba;w;2
1;Omar;m;2
1;Melissa;w;2
1;Ortwin;m;2
1;Melynn;w;2
1;Pan;m;2
1;Mia;w;2
1;Patrick;m;2
1;Mila;w;2
1;Pedro;m;2
1;Milan;w;2
1;Peter;m;2
1;Mina;w;2
1;Phil;m;2
1;Minou;w;2
1;Philipp;m;2
1;Mira;w;2
1;Pierre;m;2
1;Miray;w;2
1;Rahil;m;2
1;Naz;w;2
1;Raoul;m;2
1;Nihan;w;2
1;Remi;m;2
1;Nikolaevna;w;2
1;René;m;2
1;Njeri;w;2
1;Ryan;m;2
1;Nkemjika;w;2
1;Salomon;m;2
1;Nur;w;2
1;Sascha;m;2
1;Olivia;w;2
1;Sergiivič;m;2
1;Patricia;w;2
1;Simon;m;2
1;Paulina;w;2
1;Spirou;m;2
1;Penelope;w;2
1;Stephan;m;2
1;Ratibeh;w;2
1;Sumer;m;2
1;Rebecca;w;2
1;Tamino;m;2
1;Rosamaria;w;2
1;Taylor;m;2
1;Rose;w;2
1;Thabo;m;2
1;Rosemarie;w;2
1;Theo;m;2
1;Ruth;w;2
1;Thien;m;2
1;Sabrina;w;2
1;Tiberius;m;2
1;Salome;w;2
1;Timo;m;2
1;Saphira;w;2
1;Toni;m;2
1;Selma;w;2
1;Vidas;m;2
1;Sezgin;w;2
1;Vladislavovič;m;2
1;Slavica;w;2
1;Walther;m;2
1;Sofie;w;2
1;Werner;m;2
1;Stella;w;2
1;Willi;m;2
1;Tamina;w;2
1;Wolfgang;m;2
1;Teresa;w;2
1;Xander;m;2
1;Thalee;w;2
1;Xaver;m;2
1;Thea;w;2
1;Yassen;m;2
1;Theona;w;2
1;Tomke;w;2
1;Valentina;w;2
1;Valera;w;2
1;Victoria;w;2
1;Wangmo;w;2
1;You;w;2
1;Yumi;w;2
1;Zhai;w;2
1;Zi;w;2
1;Zoey;w;2
1;Adriana;w;1
1;Afaf;w;1
1;Agnes;w;1
1;Aimee;w;1
1;Alen;w;1
1;Aaron;m;1
1;Alisa;w;1
1;Abdul;m;1
1;Alissa;w;1
1;Abdul-Aziz;m;1
1;Alissia;w;1
1;Abdulnasser;m;1
1;Alma;w;1
1;Adel;m;1
1;Amaia;w;1
1;Aiden;m;1
1;Amal;w;1
1;Albert;m;1
1;Amalie;w;1
1;Alejandro;m;1
1;Amara;w;1
1;Alessio;m;1
1;Amarilis;w;1
1;Alois;m;1
1;Amila;w;1
1;Amythya;m;1
1;Amilia;w;1
1;Amílcar;m;1
1;Amina;w;1
1;Andor;m;1
1;Amira;w;1
1;Andriano;m;1
1;Amiya;w;1
1;Andy;m;1
1;Amèlie;w;1
1;Anh;m;1
1;Ana;w;1
1;Anouk;m;1
1;Anabell;w;1
1;Ansgar;m;1
1;Anike;w;1
1;Antonio;m;1
1;Aniko;w;1
1;Aric;m;1
1;Anna-Lou;w;1
1;Artemij;m;1
1;Annabella;w;1
1;Aryk;m;1
1;Anni;w;1
1;Asmar;m;1
1;Annika;w;1
1;August;m;1
1;Anthea;w;1
1;Augustin;m;1
1;Antonia;w;1
1;Aurelio;m;1
1;Ariana;w;1
1;Aylan;m;1
1;Ariyana;w;1
1;Ayour;m;1
1;Avia;w;1
1;Balduin;m;1
1;Aysun;w;1
1;Baran;m;1
1;Beatrice;w;1
1;Bekir;m;1
1;Belinay;w;1
1;Bela;m;1
1;Bella;w;1
1;Benjamín;m;1
1;Blanca;w;1
1;Bennet;m;1
1;Blomme;w;1
1;Buruch;m;1
1;Bouthaina;w;1
1;Caleo;m;1
1;Candace;w;1
1;Carlon;m;1
1;Carine;w;1
1;Carlos;m;1
1;Carla;w;1
1;Celestino;m;1
1;Carlotta;w;1
1;Cezar;m;1
1;Cathleen;w;1
1;Ciarán;m;1
1;Celia;w;1
1;Cornelius;m;1
1;Celina;w;1
1;Damion;m;1
1;Celine;w;1
1;Damsilu;m;1
1;Charlotte-Victoria;w;1
