anzahl;vorname;geschlecht;position
72;Marie;w;2
70;Sophie;w;2
50;Maria;w;2
43;Alexander;m;2
43;Noah;m;1
42;Emilia;w;1
36;Charlotte;w;2
36;Emma;w;1
35;Anton;m;1
35;Emil;m;1
33;Anna;w;1
32;Ella;w;1
31;Maximilian;m;2
30;Felix;m;1
30;Charlotte;w;1
30;Mila;w;1
29;Sophia;w;1
27;Jakob;m;1
27;Maximilian;m;1
27;Mia;w;1
26;Helena;w;1
25;Jonas;m;1
25;Theodor;m;1
25;Hannah;w;1
24;Jonathan;m;1
24;Lara;w;1
23;Luise;w;2
23;Julian;m;1
23;Paul;m;1
23;Lea;w;1
22;Elias;m;2
22;Adam;m;1
22;Elias;m;1
22;Lina;w;1
22;Leonard;m;1
22;Marie;w;1
22;Mathilda;w;1
21;Sophia;w;2
21;Henry;m;1
21;Liam;m;1
20;Clara;w;1
20;Julius;m;1
20;Mira;w;1
20;Louis;m;1
20;Oskar;m;1
20;Theo;m;1
19;Greta;w;1
19;Johanna;w;1
19;Luise;w;1
19;Alexander;m;1
19;Nora;w;1
18;Paul;m;2
18;Ben;m;1
18;Lena;w;1
18;Luca;m;1
18;Luisa;w;1
17;Elisabeth;w;2
17;Finn;m;1
17;Ida;w;1
17;Leon;m;1
16;Valentin;m;2
16;Anna;w;2
16;Emilia;w;2
16;Marlene;w;1
16;Arthur;m;1
16;David;m;1
16;Leo;m;1
16;Moritz;m;1
15;Anton;m;2
15;Elisa;w;2
15;Maja;w;1
15;Matilda;w;1
15;Paula;w;1
15;Sofia;w;1
15;Levi;m;1
15;Linus;m;1
14;Emil;m;2
14;Jakob;m;2
14;Luisa;w;2
14;Victoria;w;2
14;Elisa;w;1
14;Frida;w;1
14;Fritz;m;1
14;Klara;w;1
14;Luis;m;1
14;Leni;w;1
14;Lukas;m;1
14;Olivia;w;1
14;Tim;m;1
14;Sophie;w;1
14;Vincent;m;1
13;Helene;w;2
13;Alma;w;1
13;Adrian;m;1
13;Ava;w;1
13;Bruno;m;1
13;Elisabeth;w;1
13;Carl;m;1
13;Julia;w;1
13;Gabriel;m;1
13;Leonie;w;1
13;Karl;m;1
13;Mina;w;1
13;Max;m;1
13;Milan;m;1
13;Valentin;m;1
12;Caspar;m;2
12;Felix;m;2
12;Johannes;m;2
12;Karl;m;2
12;Amelie;w;1
12;Antonia;w;1
12;Lia;w;1
12;Benjamin;m;1
12;Louisa;w;1
12;Henri;m;1
12;Maya;w;1
12;Malik;m;1
12;Mats;m;1
11;David;m;2
11;Friedrich;m;2
11;Konstantin;m;2
11;Noah;m;2
11;Isabella;w;1
11;Laura;w;1
11;Friedrich;m;1
11;Lilly;w;1
11;Ilyas;m;1
11;Liya;w;1
11;Johann;m;1
11;Maria;w;1
11;Joshua;m;1
11;Nele;w;1
11;Matteo;m;1
11;Raphael;m;1
10;Emma;w;2
10;Johanna;w;2
10;Benjamin;m;2
10;Carl;m;2
10;Jonathan;m;2
10;Julius;m;2
10;Louis;m;2
10;Luca;m;2
10;Michael;m;2
10;Otto;m;2
10;Philipp;m;2
10;Sebastian;m;2
10;Alva;w;1
10;Carla;w;1
10;Florian;m;1
10;Emily;w;1
10;Leonardo;m;1
10;Hanna;w;1
10;Juna;w;1
10;Sara;w;1
9;Marie;w;3
9;Mathilda;w;2
9;Can;m;2
9;Leonard;m;2
9;Martin;m;2
9;Daniel;m;1
9;Frederik;m;1
9;Jan;m;1
9;Ada;w;1
9;Matheo;m;1
9;Elena;w;1
9;Mika;m;1
9;Fiona;w;1
9;Samuel;m;1
9;Luna;w;1
9;Tom;m;1
9;Stella;w;1
9;Theresa;w;1
9;Tilda;w;1
8;Amalia;w;2
8;Antonia;w;2
8;Elise;w;2
8;Josephine;w;2
8;Lou;w;2
8;Louise;w;2
8;Su;w;2
8;August;m;2
8;Frederik;m;2
8;Georg;m;2
8;Henry;m;2
8;Liam;m;2
8;Lukas;m;2
8;Samuel;m;2
8;Theodor;m;2
8;Amir;m;1
8;Caspar;m;1
8;Enno;m;1
8;Amalia;w;1
8;Erik;m;1
8;Ana;w;1
8;Hamza;m;1
8;Carlotta;w;1
8;Hugo;m;1
8;Ela;w;1
8;Jonah;m;1
8;Leah;w;1
8;Justus;m;1
8;Merle;w;1
8;Kian;m;1
8;Sarah;w;1
8;Konstantin;m;1
8;Thea;w;1
8;Malte;m;1
8;Viktoria;w;1
8;Maxim;m;1
8;Omar;m;1
8;Tobias;m;1
7;Amelie;w;2
7;Ida;w;2
7;Isabel;w;2
7;Lucia;w;2
7;Rosa;w;2
7;Ali;m;2
7;Gabriel;m;2
7;Johann;m;2
7;Joseph;m;2
7;Joshua;m;2
7;Max;m;2
7;Flora;w;1
7;Isabel;w;1
7;Josephine;w;1
7;Jannis;m;1
7;Leyla;w;1
7;Lucas;m;1
7;Lilli;w;1
7;Oliver;m;1
7;Liv;w;1
7;Oscar;m;1
7;Livia;w;1
7;Philipp;m;1
7;Mara;w;1
7;Simon;m;1
7;William;m;1
6;Paul;m;3
6;Elisabeth;w;3
6;Maria;w;3
6;Sophie;w;3
6;Alma;w;2
6;Ava;w;2
6;Carlotta;w;2
6;Hannah;w;2
6;Helena;w;2
6;Isabella;w;2
6;Katharina;w;2
6;Lara;w;2
6;Matilda;w;2
6;Mia;w;2
6;Mira;w;2
6;Sabine;w;2
6;Andreas;m;2
6;Constantin;m;2
6;Fritz;m;2
6;Hugo;m;2
6;Leopold;m;2
6;Linus;m;2
6;Thomas;m;2
6;William;m;2
6;Adriana;w;1
6;Defne;w;1
6;Ali;m;1
6;Elif;w;1
6;Constantin;m;1
6;Esila;w;1
6;Dominik;m;1
6;Eva;w;1
6;Emilio;m;1
6;Finja;w;1
6;Emir;m;1
6;Helene;w;1
6;Ferdinand;m;1
6;Jasmin;w;1
6;Jannes;m;1
6;Kira;w;1
6;Kilian;m;1
6;Liana;w;1
6;Leopold;m;1
6;Michelle;w;1
6;Levin;m;1
6;Nika;w;1
6;Lio;m;1
6;Pauline;w;1
6;Luka;m;1
6;Romy;w;1
6;Mateo;m;1
6;Zoe;w;1
6;Mattis;m;1
6;Mio;m;1
6;Miran;m;1
6;Nathan;m;1
6;Nick;m;1
6;Nicolas;m;1
6;Niklas;m;1
5;Alexander;m;3
5;Maria;m;3
5;Alexandra;w;2
5;Clara;w;2
5;Emilie;w;2
5;Jolie;w;2
5;Laura;w;2
5;Lea;w;2
5;Liv;w;2
5;Magdalena;w;2
5;Marlene;w;2
5;Meryem;w;2
5;Mina;w;2
