anzahl;vorname;geschlecht;position
7;Sophie;w;2
7;Emilia;w;1
7;Mia;w;1
6;Marie;w;2
6;Amir;m;1
6;Elias;m;1
6;Liam;m;1
6;Mila;w;1
6;Maximilian;m;1
6;Yusuf;m;1
5;Nur;w;2
5;Lara;w;1
5;Mira;w;1
5;Adam;m;1
5;Ben;m;1
5;Luca;m;1
5;Mustafa;m;1
5;Theodor;m;1
4;Ali;m;2
4;Elias;m;2
4;Levi;m;2
4;Rose;w;2
4;Ariana;w;1
4;Elena;w;1
4;Emily;w;1
4;Emma;w;1
4;Lea;w;1
4;Alexander;m;1
4;Mina;w;1
4;Azad;m;1
4;Sara;w;1
4;Can;m;1
4;Emir;m;1
4;Ibrahim;m;1
4;Leon;m;1
4;Leonard;m;1
4;Mohammad;m;1
4;Mohammed;m;1
4;Noah;m;1
3;Alexander;m;2
3;Daniel;m;2
3;Sophia;w;2
3;Leon;m;2
3;Maximilian;m;2
3;Samuel;m;2
3;Charlotte;w;1
3;Ella;w;1
3;Helena;w;1
3;Isabella;w;1
3;Jana;w;1
3;Julia;w;1
3;Leen;w;1
3;Lilly;w;1
3;Alaz;m;1
3;Maja;w;1
3;Alex;m;1
3;Masal;w;1
3;Ali;m;1
3;Merle;w;1
3;Emilian;m;1
3;Meryem;w;1
3;Fabian;m;1
3;Sarah;w;1
3;Felix;m;1
3;Fiete;m;1
3;Filip;m;1
3;Jayden;m;1
3;Jonas;m;1
3;Jonathan;m;1
3;Joshua;m;1
3;Karim;m;1
3;Lucas;m;1
3;Luis;m;1
3;Luka;m;1
3;Mahir;m;1
3;Mehmet;m;1
3;Milan;m;1
3;Niklas;m;1
3;Paul;m;1
3;Vincent;m;1
2;Michael;m;3
2;Otto;m;3
2;Anna;w;2
2;Beatrice;w;2
2;Charlotte;w;2
2;Ahmad;m;2
2;Joleen;w;2
2;Basri;m;2
2;Jolie;w;2
2;Ben;m;2
2;Laura;w;2
2;Benjamin;m;2
2;Maria;w;2
2;Damian;m;2
2;Rosa;w;2
2;Emil;m;2
2;Viktoria;w;2
2;Florian;m;2
2;Jonas;m;2
2;Lukas;m;2
2;Marc;m;2
2;Maxim;m;2
2;Neo;m;2
2;Noah;m;2
2;Selim;m;2
2;Wilhelm;m;2
2;Willi;m;2
2;Aaliyah;w;1
2;Alessia;w;1
2;Alice;w;1
2;Alva;w;1
2;Amal;w;1
2;Amelia;w;1
2;Amelie;w;1
2;Amira;w;1
2;Amy;w;1
2;Anastasia;w;1
2;Arya;w;1
2;Azra;w;1
2;Berfin;w;1
2;Cataleya;w;1
2;Damla;w;1
2;Ece;w;1
2;Elisa;w;1
2;Aaron;m;1
2;Elisabeth;w;1
2;Abd;m;1
2;Elissa;w;1
2;Adrian;m;1
2;Fatima;w;1
2;Ahmad;m;1
2;Fiona;w;1
2;Aras;m;1
2;Gizem;w;1
2;Armin;m;1
2;Hadil;w;1
2;Ayaz;m;1
2;Hailey;w;1
2;Damian;m;1
2;Hanna;w;1
2;Daniel;m;1
2;Helin;w;1
2;Dawud;m;1
2;Laura;w;1
2;Dean;m;1
2;Lilia;w;1
2;Deniz;m;1
2;Lina;w;1
2;Diyar;m;1
2;Lisa;w;1
2;Gabriel;m;1
2;Liv;w;1
2;Giovanni;m;1
2;Liya;w;1
2;Hamza;m;1
2;Lucia;w;1
2;Hasan;m;1
2;Maila;w;1
2;Hassan;m;1
2;Malia;w;1
2;Jamil;m;1
2;Mayla;w;1
2;Jerome;m;1
2;Melisa;w;1
2;John;m;1
2;Narin;w;1
2;Julius;m;1
2;Olivia;w;1
2;Kamil;m;1
2;Paulina;w;1
2;Khalid;m;1
2;Yasmin;w;1
2;Kilian;m;1
2;Konstantin;m;1
2;Laurin;m;1
2;Leo;m;1
2;Levi;m;1
2;Lian;m;1
2;Lion;m;1
2;Louis;m;1
2;Lukas;m;1
2;Maxim;m;1
2;Mert;m;1
2;Nils;m;1
2;Ole;m;1
2;Oskar;m;1
2;Rafael;m;1
2;Salim;m;1
2;Samuel;m;1
2;Timo;m;1
2;Tobias;m;1
2;Valentino;m;1
2;Yasin;m;1
1;Alba;w;5
1;Din;m;4
1;Elizabeth;w;4
1;Marica;w;4
1;Achmedina;w;3
1;Annelie;w;3
1;Alexander;m;3
1;Aya;w;3
1;Ali;m;3
1;Bettina;w;3
1;Banyah;m;3
1;Christin;w;3
1;Bence;m;3
1;Diana;w;3
1;Dexter;m;3
1;Ekechukwu;w;3
1;Dieter;m;3
1;Elisabeth;w;3
1;El;m;3
1;Eva;w;3
1;El-Abd;m;3
1;Freya;w;3
1;Fabian;m;3
1;Grace;w;3
1;Gerhard;m;3
1;Julianna;w;3
1;Hubert;m;3
1;Karin;w;3
1;Johannes;m;3
1;Kerstin;w;3
1;Kader;m;3
1;Linh;w;3
1;Kiohi;m;3
1;Lucía;w;3
1;Konstantinos;m;3
1;Mandy;w;3
1;Lucas;m;3
1;Margarita;w;3
1;Luis;m;3
1;Marie;w;3
1;Marian;m;3
1;Mathilda;w;3
1;Martin;m;3
1;Merveille;w;3
1;Matej;m;3
1;Milou;w;3
1;Nathan;m;3
1;Nhyira;w;3
1;Osaigbovo;m;3
