anzahl;vorname;geschlecht;position
18;Sophie;w;2
15;Marie;w;2
14;Mia;w;1
11;Alexander;m;2
11;Emil;m;1
11;Henry;m;1
11;Emilia;w;1
10;Arthur;m;1
10;Laura;w;1
10;Ben;m;1
10;Felix;m;1
9;Charlotte;w;1
9;Emily;w;1
9;Erik;m;1
9;Lina;w;1
9;Lukas;m;1
8;Oskar;m;1
8;Theo;m;1
7;Luca;m;2
7;Maximilian;m;2
7;Anna;w;1
7;Johanna;w;1
7;Melina;w;1
7;David;m;1
7;Finn;m;1
7;Maximilian;m;1
7;Paul;m;1
6;Maria;w;2
6;Alina;w;1
6;Luna;w;1
6;Sophia;w;1
6;Anton;m;1
6;Elias;m;1
6;Friedrich;m;1
6;Kevin;m;1
6;Liam;m;1
6;Louis;m;1
6;Luca;m;1
6;Philipp;m;1
6;Tim;m;1
5;Charlotte;w;2
5;Amelie;w;1
5;Emma;w;1
5;Hanna;w;1
5;Lea;w;1
5;Mara;w;1
5;Marie;w;1
5;Alexander;m;1
5;Benjamin;m;1
5;Jannik;m;1
5;Jonas;m;1
5;Konstantin;m;1
5;Leo;m;1
5;Leon;m;1
5;Moritz;m;1
5;Noah;m;1
5;Theodor;m;1
4;Marie;w;3
4;Louis;m;2
4;Otto;m;2
4;Elaine;w;2
4;Emilia;w;2
4;Rose;w;2
4;Amy;w;1
4;Clara;w;1
4;Elisabeth;w;1
4;Ella;w;1
4;Frieda;w;1
4;Greta;w;1
4;Hannah;w;1
4;Henriette;w;1
4;Klara;w;1
4;Lara;w;1
4;Lena;w;1
4;Leonie;w;1
4;Luise;w;1
4;Maja;w;1
4;Fabian;m;1
4;Maria;w;1
4;Johann;m;1
4;Marlene;w;1
4;Karl;m;1
4;Mina;w;1
4;Lucas;m;1
4;Paula;w;1
4;Malte;m;1
4;Mats;m;1
4;Milan;m;1
4;Tom;m;1
3;Andreas;m;3
3;Benjamin;m;2
3;Elias;m;2
3;Fritz;m;2
3;Clara;w;2
3;Gabriel;m;2
3;Ida;w;2
3;Karl;m;2
3;Johanna;w;2
3;Martin;m;2
3;Marleen;w;2
3;Paul;m;2
3;Nora;w;2
3;Richard;m;2
3;Robert;m;2
3;Alexandra;w;1
3;Alisa;w;1
3;Celina;w;1
3;Eva;w;1
3;Aaron;m;1
3;Hailey;w;1
3;Dean;m;1
3;Jasmin;w;1
3;Eric;m;1
3;Josephine;w;1
3;Frederik;m;1
3;Julia;w;1
3;Jason;m;1
3;Leni;w;1
3;Jonathan;m;1
3;Lisa;w;1
3;Leopold;m;1
3;Luisa;w;1
3;Levi;m;1
3;Milena;w;1
3;Matheo;m;1
3;Olivia;w;1
3;Mika;m;1
3;Ronja;w;1
3;Mohammed;m;1
3;Sofia;w;1
3;Niklas;m;1
3;Thea;w;1
3;ohne;m;1
3;Theresa;w;1
3;Oliver;m;1
3;Victoria;w;1
3;Samuel;m;1
3;Vincent;m;1
3;Wilhelm;m;1
2;Anh;w;3
2;An;w;2
2;Anh;w;2
2;Alfred;m;2
2;Dorothea;w;2
2;Anh;m;2
2;Ella;w;2
2;Anton;m;2
2;Freya;w;2
2;Arthur;m;2
2;Hedwig;w;2
2;Ben;m;2
2;Isabella;w;2
2;Bruno;m;2
2;Katharina;w;2
2;Daniel;m;2
2;Lea;w;2
2;Ferdinand;m;2
2;Lotta;w;2
2;Franz;m;2
2;Lucy;w;2
2;Fynn;m;2
2;Luise;w;2
2;James;m;2
2;Mathilda;w;2
2;Joel;m;2
2;Olivia;w;2
2;John;m;2
2;Sabine;w;2
2;Jordan;m;2
2;Sofia;w;2
2;Julian;m;2
2;Luis;m;2
2;Peter;m;2
2;Philip;m;2
2;Philipp;m;2
2;Raphael;m;2
2;Stephan;m;2
2;Valentin;m;2
2;Vincent;m;2
2;Vornamen;m;2
2;Aleyna;w;1
2;Alissa;w;1
2;Anika;w;1
2;Ali;m;1
2;Annabelle;w;1
2;Bela;m;1
2;Anni;w;1
2;Caspar;m;1
2;Aurora;w;1
2;Conner;m;1
2;Ava;w;1
2;Daniel;m;1
2;Elena;w;1
2;Domenik;m;1
2;Emmi;w;1
2;Edgar;m;1
2;Finja;w;1
2;Eduard;m;1
2;Helena;w;1
2;Ennis;m;1
2;Isabell;w;1
2;Filip;m;1
2;Isabella;w;1
2;Ilja;m;1
2;Jolie;w;1
2;Jackson;m;1
2;Josefin;w;1
2;Jayden;m;1
2;Kira;w;1
2;Joel;m;1
2;Lilian;w;1
2;Jonah;m;1
2;Lilly;w;1
2;Julian;m;1
2;Lily;w;1
2;Juri;m;1
2;Linda;w;1
2;Justin;m;1
2;Lotta;w;1
2;Karim;m;1
2;Louisa;w;1
2;Kenneth;m;1
2;Lucy;w;1
2;Kilian;m;1
2;Marla;w;1
2;Lennard;m;1
2;Melia;w;1
2;Lennox;m;1
2;Mila;w;1
2;Leonard;m;1
2;Miley;w;1
2;Levin;m;1
2;Milla;w;1
2;Ludwig;m;1
2;Miriam;w;1
2;Luis;m;1
2;Nele;w;1
2;Mads;m;1
2;Noemi;w;1
2;Magnus;m;1
2;Paulina;w;1
2;Maik;m;1
2;Philine;w;1
2;Maksim;m;1
2;Pia;w;1
2;Marcus;m;1
2;Rosa;w;1
2;Marian;m;1
2;Sara;w;1
2;Marlon;m;1
2;Sina;w;1
2;Marten;m;1
2;Skadi;w;1
2;Mateo;m;1
2;Skylar;w;1
2;Matteo;m;1
2;Sonja;w;1
2;Maxim;m;1
2;Sophie;w;1
2;Mio;m;1
2;Stella;w;1
2;Nick;m;1
2;Viktoria;w;1
2;Nico;m;1
2;Wilma;w;1
2;Philip;m;1
2;Phillip;m;1
2;Rafael;m;1
2;Robert;m;1
2;Robin;m;1
2;Sayed;m;1
2;Sebastian;m;1
2;Silas;m;1
2;Stanley;m;1
2;Sydney;m;1
2;Titus;m;1
2;Tyler;m;1
2;Valentin;m;1
2;Viktor;m;1
2;Wadim;m;1
1;Friedrich;m;4
1;Anh;w;4
1;Günther;m;4
1;Henriette;w;4
1;Heinz;m;4
1;Kerstin;w;4
1;Lam;m;4
1;Rosa;w;4
1;Werner;m;4
1;Alexander;m;3
1;Alfred;m;3
1;Angelique;w;3
1;An;m;3
1;Aurora;w;3
1;Anh;m;3
1;Carmen;w;3
1;Appîah;m;3
1;Carolina;w;3
1;Benedikt;m;3
1;Chi;w;3
1;Beniamin;m;3
1;Dagmar;w;3
1;Bernd;m;3
1;Elise;w;3
1;Burkhard;m;3
1;Elsbeth;w;3
1;Bảo;m;3
1;Emma;w;3
1;Christoph;m;3
1;Evelyne;w;3
1;Derité;m;3
1;Gerda;w;3
1;Duong;m;3
1;Heidrun;w;3
1;Frank;m;3
1;Hope;w;3
1;Hansi;m;3
1;Ida;w;3
1;Henning;m;3
1;Jorginia;w;3
1;Hoai;m;3
1;Kristina;w;3
1;Jirka;m;3
1;Leilani;w;3
1;Khôi;m;3
1;Leona;w;3
1;Khôí;m;3
1;Linh;w;3
1;Lennard;m;3
1;Mai;w;3
1;Leo;m;3
1;Mandy;w;3
1;Leon;m;3
1;Margit;w;3
1;Luka;m;3
1;Maria;w;3
1;Magnus;m;3
1;Marina;w;3
1;Maria;m;3
1;Martha;w;3
1;Mingsheng;m;3
1;Meixian;w;3
1;Mortimer;m;3
1;Melisa;w;3
1;Mustafa;m;3
1;My;w;3
1;Nghiă;m;3
1;Natalie;w;3
1;Nick;m;3
1;Ngọc;w;3
1;Njord;m;3
1;Nhiên;w;3
1;Otto;m;3
1;Regina;w;3
1;Paul;m;3
1;Rose;w;3
1;Peter;m;3
1;Sofie;w;3
1;Pilon;m;3
1;Trang;w;3
1;Pio;m;3
1;Trân;w;3
1;Ragnar;m;3
1;Viktoria;w;3
1;Raimond;m;3
1;Vy;w;3
1;Richard;m;3
1;Rock;m;3
1;Sisyphos;m;3
1;Werner;m;3
1;Wilhelm;m;3
1;Willi;m;3
1;;w;2
1;Alexis;w;2
1;Alica;w;2
1;Alva;w;2
1;Amalia;w;2
1;Amanda;w;2
1;Amelina;w;2
1;Amilda;w;2
1;Amira;w;2
1;Amy;w;2
1;Adrian;m;2
1;Andrea;w;2
1;Aiden;m;2
1;Angelika;w;2
1;Akbar;m;2
1;Annabelle;w;2
1;Alberto;m;2
1;Anne;w;2
1;Alkuin;m;2
1;Annette;w;2
1;Allah;m;2
1;Antje;w;2
1;Andreas;m;2
1;Antonia;w;2
1;Angelo;m;2
1;Ashanti;w;2
1;Armando;m;2
1;Ayant;w;2
1;Aron;m;2
1;Bella;w;2
1;Asiedu;m;2
1;Boatemaa;w;2
1;August;m;2
1;Bảo;w;2
1;Ayden;m;2
1;Chizaramekpere;w;2
1;Bao;m;2
1;Diêp;w;2
1;Ben-Louis;m;2
1;Dmitrievna;w;2
1;Benno;m;2
1;Duša;w;2
1;Bentley;m;2
1;Edda;w;2
1;Benz;m;2
1;Edith;w;2
1;Bosse;m;2
1;Eileen;w;2
1;Bảo;m;2
1;Eleen;w;2
1;Carl;m;2
1;Elena;w;2
1;Carlo;m;2
1;Eleni;w;2
1;Chester;m;2
1;Eliese;w;2
1;Christian;m;2
1;Elis;w;2
1;Christoph;m;2
1;Elisa;w;2
1;Clay;m;2
1;Elisabeth;w;2
1;Connor;m;2
1;Elke;w;2
1;Cornelius;m;2
1;Elman;w;2
1;Damian;m;2
1;Elsbeth;w;2
1;Dang;m;2
1;Emilova;w;2
1;David;m;2
1;Emma;w;2
1;Denny;m;2
1;Emmelie;w;2
1;Dieter;m;2
1;Erika;w;2
1;Dietrichson;m;2
1;Eva;w;2
1;Dion;m;2
1;Eveline;w;2
1;Domenik;m;2
1;Fabienne;w;2
1;Eduard;m;2
1;Feline;w;2
1;Egorovitsch;m;2
1;Florentina;w;2
1;Emil;m;2
1;Franziska;w;2
1;Emilio;m;2
1;Fritzi;w;2
1;Eric;m;2
1;Gabriele;w;2
1;Eymen;m;2
1;Garcia;w;2
1;Fabian;m;2
1;Grace;w;2
1;Florin;m;2
1;Gretchen;w;2
1;Frank;m;2
1;Gulia;w;2
1;Fred;m;2
1;Ha;w;2
1;Freddy;m;2
1;Hailey;w;2
1;Frederik;m;2
1;Hannah;w;2
1;Fridolin;m;2
1;Hedda;w;2
1;Frieder;m;2
1;Helen;w;2
