anzahl;vorname;geschlecht;position
44;Sophie;w;2
42;Marie;w;2
38;Adam;m;1
35;Noah;m;1
34;Anna;w;1
31;David;m;1
30;Emilia;w;1
30;Mila;w;1
29;Maria;w;1
28;Maria;w;2
26;Emil;m;1
25;Alexander;m;2
25;Jonas;m;1
25;Emma;w;1
24;Leon;m;1
23;Charlotte;w;2
23;Mia;w;1
23;Anton;m;1
23;Paul;m;1
22;Luise;w;2
22;Alexander;m;1
21;Maximilian;m;2
21;Lea;w;1
21;Karl;m;1
21;Oskar;m;1
20;Charlotte;w;1
20;Lina;w;1
20;Elias;m;1
20;Maximilian;m;1
19;Lukas;m;1
18;Johanna;w;1
18;Julian;m;1
18;Liam;m;1
18;Louis;m;1
17;Elif;w;1
17;Lena;w;1
17;Marie;w;1
17;Ali;m;1
17;Amir;m;1
17;Johann;m;1
17;Omar;m;1
16;Alma;w;1
16;Emily;w;1
16;Greta;w;1
16;Sophia;w;1
16;Benjamin;m;1
16;Jonathan;m;1
16;Max;m;1
16;Theodor;m;1
15;Ali;m;2
15;David;m;2
15;Johann;m;2
15;Marlene;w;2
15;Ella;w;1
15;Hannah;w;1
15;Mira;w;1
15;Sophie;w;1
15;Henry;m;1
15;Leo;m;1
15;Theo;m;1
14;Paul;m;2
14;Elisabeth;w;2
14;Clara;w;1
14;Ela;w;1
14;Frida;w;1
14;Luna;w;1
14;Rosa;w;1
14;Ben;m;1
14;Felix;m;1
14;Leonard;m;1
14;Milan;m;1
13;Elias;m;2
13;Friedrich;m;2
13;Karl;m;2
13;Hanna;w;1
13;Sarah;w;1
13;Daniel;m;1
13;Luca;m;1
13;Moritz;m;1
12;Benjamin;m;2
12;Leni;w;1
12;Adrian;m;1
12;Henri;m;1
12;Jakob;m;1
12;Levi;m;1
12;Mohammed;m;1
12;Muhammed;m;1
12;Valentin;m;1
11;Su;w;2
11;Amelie;w;1
11;Fatima;w;1
11;Ida;w;1
11;Isabella;w;1
11;Laura;w;1
11;Maja;w;1
11;Mina;w;1
11;Olivia;w;1
11;Paula;w;1
11;Sara;w;1
11;Finn;m;1
11;Hamza;m;1
11;Joshua;m;1
11;Mohamad;m;1
11;Mohamed;m;1
10;Emilia;w;2
10;Emil;m;2
10;Amira;w;1
10;Antonia;w;1
10;Ava;w;1
10;Elisa;w;1
10;Melina;w;1
10;Ahmad;m;1
10;Carl;m;1
10;Ibrahim;m;1
10;Ilyas;m;1
10;Julius;m;1
10;Linus;m;1
10;Oscar;m;1
10;Philipp;m;1
10;Yusuf;m;1
9;Sophie;w;3
9;Josephine;w;2
9;Nur;w;2
9;Ferdinand;m;2
9;Rosa;w;2
9;Julius;m;2
9;Levi;m;2
9;Luca;m;2
9;Azra;w;1
9;Elena;w;1
9;Elisabeth;w;1
9;Eva;w;1
9;Lara;w;1
9;Lisa;w;1
9;Mariam;w;1
9;Matilda;w;1
9;Nina;w;1
9;Nisa;w;1
9;Nora;w;1
9;Arthur;m;1
9;Bruno;m;1
9;Charlie;m;1
9;Hassan;m;1
9;Leonardo;m;1
9;Matteo;m;1
9;Mohammad;m;1
9;Tom;m;1
9;Umut;m;1
9;Ömer;m;1
8;Clara;w;2
8;Johanna;w;2
8;Lucia;w;2
8;Gabriel;m;2
8;Mathilda;w;2
8;Johannes;m;2
8;Leon;m;2
8;Leopold;m;2
8;Valentin;m;2
8;Jasmin;w;1
8;Julia;w;1
8;Leyla;w;1
8;Maya;w;1
8;Romy;w;1
8;Valentina;w;1
8;Kian;m;1
8;Malik;m;1
8;Maxim;m;1
8;Mehmet;m;1
8;Nicolas;m;1
8;Vincent;m;1
8;Yasin;m;1
8;Youssef;m;1
7;Marie;w;3
7;Helena;w;2
7;Luisa;w;2
7;Pauline;w;2
7;Anton;m;2
7;Carl;m;2
7;Jakob;m;2
7;Noah;m;2
7;Thomas;m;2
7;Alina;w;1
7;Helena;w;1
7;Jana;w;1
7;Klara;w;1
7;Lilly;w;1
7;Louisa;w;1
7;Luise;w;1
7;Marlene;w;1
7;Marta;w;1
7;Martha;w;1
7;Mathilda;w;1
7;Melek;w;1
7;Meryem;w;1
7;Ahmed;m;1
7;Nele;w;1
7;Fabian;m;1
7;Paulina;w;1
7;Gabriel;m;1
7;Selma;w;1
7;Jad;m;1
7;Jasper;m;1
7;Lucas;m;1
7;Luis;m;1
7;Mert;m;1
7;Muhammad;m;1
7;Pablo;m;1
7;Yousef;m;1
6;Anna;w;2
6;Henriette;w;2
6;Leonie;w;2
6;Louise;w;2
6;Mia;w;2
6;Sofia;w;2
6;Can;m;2
6;Sophia;w;2
6;Daniel;m;2
6;Victoria;w;2
6;Felix;m;2
6;Henry;m;2
6;Jonathan;m;2
6;Leonard;m;2
6;Louis;m;2
6;Luis;m;2
6;Michael;m;2
6;Oskar;m;2
6;Sebastian;m;2
6;Theodor;m;2
6;Aleyna;w;1
6;Amalia;w;1
6;Angelina;w;1
6;Fatma;w;1
6;Helene;w;1
6;Lia;w;1
6;Liya;w;1
6;Maryam;w;1
6;Aaron;m;1
6;Sham;w;1
6;Alessio;m;1
6;Sofia;w;1
6;Alex;m;1
6;Theresa;w;1
6;Antonio;m;1
6;Viktoria;w;1
6;Emilian;m;1
6;Yasmin;w;1
6;Emilio;m;1
6;Enes;m;1
6;Enno;m;1
6;Erik;m;1
6;Hugo;m;1
6;Ian;m;1
6;Lennox;m;1
6;Malek;m;1
6;Mika;m;1
6;Mustafa;m;1
6;Ole;m;1
6;Osman;m;1
6;Titus;m;1
5;Alexandra;w;2
5;Alicia;w;2
5;Carlotta;w;2
5;Elise;w;2
5;Fatima;w;2
5;Ida;w;2
5;Katharina;w;2
5;Magdalena;w;2
5;Mina;w;2
5;Sofie;w;2
5;Arthur;m;2
5;Valentina;w;2
5;August;m;2
5;Eymen;m;2
5;Jan;m;2
5;Joel;m;2
5;Liam;m;2
5;Lukas;m;2
5;Max;m;2
5;Maxim;m;2
5;Omar;m;2
5;Wilhelm;m;2
5;Alexandra;w;1
5;Alisa;w;1
5;Aurelia;w;1
5;Ayla;w;1
5;Carlotta;w;1
5;Cecilia;w;1
5;Celine;w;1
5;Edda;w;1
5;Esila;w;1
5;Hedda;w;1
5;Josephine;w;1
5;Katharina;w;1
5;Kira;w;1
5;Carlo;m;1
5;Layan;w;1
5;Damian;m;1
5;Lotte;w;1
5;Emir;m;1
5;Malak;w;1
5;Frederik;m;1
5;Medina;w;1
5;Fritz;m;1
5;Merle;w;1
5;Hannes;m;1
5;Samira;w;1
5;Jan;m;1
5;Tilda;w;1
5;Janosch;m;1
5;Yusra;w;1
5;Joel;m;1
5;Zahra;w;1
5;John;m;1
5;Zeynep;w;1
5;Johnny;m;1
5;Zoe;w;1
5;Konstantin;m;1
5;Leopold;m;1
5;Marcel;m;1
5;Martin;m;1
5;Mats;m;1
5;Milo;m;1
5;Miran;m;1
5;Nico;m;1
5;Nikolas;m;1
5;Oliver;m;1
5;Rafael;m;1
5;Raphael;m;1
5;Samuel;m;1
5;Tim;m;1
5;Walid;m;1
4;Anh;m;3
4;Jonathan;m;3
4;Amalia;w;2
4;Elena;w;2
4;Grace;w;2
4;Isabella;w;2
4;Jolie;w;2
4;Karlotta;w;2
4;Meryem;w;2
4;My;w;2
4;Naz;w;2
4;Rose;w;2
4;Adam;m;2
4;Ruth;w;2
4;Andreas;m;2
4;Theresa;w;2
4;Asaf;m;2
4;Caspar;m;2
4;Constantin;m;2
4;Emanuel;m;2
4;Emre;m;2
4;Hans;m;2
4;Hendrik;m;2
4;Henri;m;2
4;John;m;2
4;Karim;m;2
4;Klaus;m;2
4;Leo;m;2
4;Marcel;m;2
4;Matteo;m;2
4;Maurice;m;2
4;Nikolas;m;2
4;Noel;m;2
4;Otto;m;2
4;Pascal;m;2
4;Peter;m;2
4;Samuel;m;2
4;Theo;m;2
4;Ada;w;1
4;Alice;w;1
4;Amelia;w;1
4;Anouk;w;1
4;Beren;w;1
4;Eda;w;1
4;Elise;w;1
4;Elsa;w;1
4;Emilija;w;1
4;Esther;w;1
4;Eylül;w;1
4;Finja;w;1
4;Frieda;w;1
4;Hazal;w;1
4;Helen;w;1
4;Abdullah;m;1
4;Isabel;w;1
4;Ahmet;m;1
4;Isabelle;w;1
4;Albert;m;1
4;Juna;w;1
4;Armin;m;1
4;Karla;w;1
4;August;m;1
4;Lana;w;1
4;Benedikt;m;1
4;Leonie;w;1
4;Caspar;m;1
4;Leonora;w;1
4;Christian;m;1
4;Liah;w;1
4;Constantin;m;1
4;Lieselotte;w;1
4;Denis;m;1
4;Liv;w;1
4;Dylan;m;1
4;Liyana;w;1
4;Efe;m;1
4;Lotta;w;1
4;Ensar;m;1
4;Louise;w;1
4;Eymen;m;1
4;Milena;w;1
4;Ferdinand;m;1
4;Nadia;w;1
4;Fynn;m;1
4;Nehir;w;1
4;Hussein;m;1
4;Nour;w;1
4;Ivan;m;1
4;Pauline;w;1
4;James;m;1
4;Rosalie;w;1
4;Jimmy;m;1
4;Selin;w;1
4;Johan;m;1
4;Tasnim;w;1
4;Justus;m;1
4;Thea;w;1
4;Karim;m;1
4;Victoria;w;1
4;Kilian;m;1
4;Wilma;w;1
4;Lasse;m;1
4;Zoya;w;1
4;Lenny;m;1
4;Levin;m;1
4;Luka;m;1
4;Mahir;m;1
4;Mahmoud;m;1
4;Mark;m;1
4;Marvin;m;1
4;Mattis;m;1
4;Mio;m;1
4;Musa;m;1
4;Neo;m;1
4;Nikita;m;1
4;Pepe;m;1
4;Robert;m;1
4;Robin;m;1
4;Sebastian;m;1
4;Simon;m;1
4;Taim;m;1
4;Yakup;m;1
4;Younes;m;1
4;Yunus;m;1
3;Alexander;m;3
3;Charlotte;w;3
3;Georg;m;3
3;Elisabeth;w;3
3;Michael;m;3
3;Margarete;w;3
3;Paul;m;3
3;Maria;w;3
3;Viktoria;w;3
3;Amelie;w;2
3;Amira;w;2
3;Anh;w;2
3;Dunja;w;2
3;Ella;w;2
3;Emily;w;2
3;Erika;w;2
3;Franziska;w;2
3;Greta;w;2
3;Han;w;2
3;Hannah;w;2
3;Helen;w;2
3;Helene;w;2
3;Joline;w;2
3;Julia;w;2
3;Leni;w;2
3;Lisbeth;w;2
3;Mai;w;2
3;Margarete;w;2
3;Margrit;w;2
3;Mariam;w;2
3;Martha;w;2
3;Ahmed;m;2
3;Matilda;w;2
3;Aiden;m;2
3;Olivia;w;2
3;Andreevič;m;2
3;Paula;w;2
3;Balthasar;m;2
3;Philippa;w;2
3;Bernd;m;2
3;Sara;w;2
3;Christoph;m;2
3;Tabea;w;2
3;Efe;m;2
3;Emilian;m;2
3;Emin;m;2
3;Finn;m;2
3;Francis;m;2
3;Franz;m;2
3;Frederik;m;2
3;Gerhard;m;2
3;Hektor;m;2
3;Hugo;m;2
3;Jacob;m;2
3;Jonas;m;2
3;Joseph;m;2
3;Julian;m;2
3;Kaan;m;2
3;Lutz;m;2
3;Maria;m;2
3;Martin;m;2
3;Minh;m;2
3;Nepomuk;m;2
3;Ole;m;2
3;Pepe;m;2
3;Piotr;m;2
3;Robert;m;2
3;Ruben;m;2
3;Simon;m;2
3;Solomon;m;2
3;William;m;2
3;Wolfgang;m;2
3;Aaliyah;w;1
3;Adriana;w;1
3;Aleksandra;w;1
3;Amaya;w;1
3;Amina;w;1
3;Anastasia;w;1
3;Angela;w;1
3;Anni;w;1
3;Ariana;w;1
3;Asya;w;1
3;Aurora;w;1
3;Bella;w;1
3;Berfin;w;1
3;Beyza;w;1
3;Carla;w;1
3;Ceyda;w;1
3;Daria;w;1
3;Diana;w;1
3;Dila;w;1
3;Dua;w;1
3;Elea;w;1
3;Abdul;m;1
3;Elli;w;1
3;Adnan;m;1
3;Elly;w;1
3;Alan;m;1
3;Emely;w;1
3;Amin;m;1
3;Eslem;w;1
3;Angelo;m;1
3;Evelyn;w;1
3;Arvid;m;1
3;Fiona;w;1
3;Aurelio;m;1
3;Flora;w;1
3;Baran;m;1
3;Florentine;w;1
3;Bela;m;1
3;Gabriela;w;1
3;Bilal;m;1
3;Hana;w;1
3;Deniz;m;1
3;Hanifa;w;1
3;Devran;m;1
3;Hanin;w;1
3;Dorian;m;1
3;Hayal;w;1
3;Edgar;m;1
3;Hira;w;1
3;Elian;m;1
3;Ilayda;w;1
3;Elias-Joel;m;1
3;Ivana;w;1
3;Emin;m;1
3;Josefine;w;1
3;Emre;m;1
3;Larissa;w;1
3;Fernando;m;1
3;Lavin;w;1
3;Franz;m;1
3;Leah;w;1
3;Friedrich;m;1
3;Leona;w;1
3;Gustav;m;1
3;Lily;w;1
3;Hadi;m;1
3;Lou;w;1
3;Hasan;m;1
3;Luana;w;1
3;Hector;m;1
3;Luisa;w;1
3;Henrik;m;1
3;Lydia;w;1
3;Isa;m;1
3;Maila;w;1
3;Ismail;m;1
3;Malou;w;1
3;Janne;m;1
3;Mara;w;1
3;Jaron;m;1
3;Margarete;w;1
3;Jona;m;1
3;Melike;w;1
3;Jonte;m;1
3;Melissa;w;1
3;Juri;m;1
3;Merve;w;1
3;Khaled;m;1
3;Minna;w;1
3;Khalil;m;1
3;Miriam;w;1
3;Lars;m;1
3;Naomi;w;1
3;Leano;m;1
3;Natalia;w;1
3;Lennart;m;1
3;Nefes;w;1
3;Leonhard;m;1
3;Philippa;w;1
3;Lionel;m;1
3;Rabia;w;1
3;Malte;m;1
3;Ronja;w;1
3;Matei;m;1
3;Selina;w;1
3;Michael;m;1
3;Sena;w;1
3;Minh;m;1
3;Stella;w;1
3;Niklas;m;1
3;Tala;w;1
3;Noam;m;1
3;Talia;w;1
3;Noel;m;1
