anzahl;vorname;geschlecht;position
37;Marie;w;2
34;Sophie;w;2
29;Emma;w;1
26;Emil;m;1
25;Leon;m;1
25;Charlotte;w;1
22;Mia;w;1
21;Emilia;w;1
20;Alexander;m;2
19;Mila;w;1
18;Anton;m;1
18;Jonas;m;1
18;Oskar;m;1
17;Milan;m;1
17;Amelie;w;1
17;Paul;m;1
17;Anna;w;1
17;Ella;w;1
16;Charlotte;w;2
16;Maria;w;2
16;Ben;m;1
16;Elias;m;1
16;Felix;m;1
16;Liam;m;1
15;Greta;w;1
15;Lina;w;1
15;Alexander;m;1
15;Maximilian;m;1
14;Frieda;w;1
14;Sophia;w;1
14;Finn;m;1
14;Mika;m;1
14;Theodor;m;1
13;Maximilian;m;2
13;Emilia;w;2
13;Hannah;w;1
13;Johanna;w;1
13;Juna;w;1
13;Lilly;w;1
13;Karl;m;1
13;Mathilda;w;1
13;Luca;m;1
13;Noah;m;1
12;Elias;m;2
12;Ida;w;1
12;Lara;w;1
12;Luisa;w;1
11;Leonard;m;1
11;Louis;m;1
11;Emily;w;1
11;Lukas;m;1
11;Hanna;w;1
11;Niklas;m;1
11;Lea;w;1
11;Theo;m;1
11;Maria;w;1
11;Vincent;m;1
11;Nele;w;1
11;Stella;w;1
10;Michael;m;2
10;Arthur;m;1
10;Benjamin;m;1
10;Elena;w;1
10;Daniel;m;1
10;Lena;w;1
10;Jakob;m;1
10;Leonie;w;1
10;Julian;m;1
10;Leo;m;1
10;Mats;m;1
10;Tim;m;1
9;Luise;w;2
9;Elisabeth;w;1
9;Luna;w;1
9;Marie;w;1
9;Melina;w;1
9;Damian;m;1
9;Mira;w;1
9;David;m;1
9;Erik;m;1
9;Linus;m;1
9;Michael;m;1
8;Oskar;m;2
8;Peter;m;2
8;Amelia;w;1
8;Elisa;w;1
8;Lucy;w;1
8;Merle;w;1
8;Fabian;m;1
8;Paula;w;1
8;Fritz;m;1
8;Pauline;w;1
8;Max;m;1
8;Sophie;w;1
8;Maxim;m;1
8;Mohammad;m;1
8;Philipp;m;1
7;Emil;m;2
7;Luca;m;2
7;Alina;w;1
7;Amina;w;1
7;Amy;w;1
7;Adam;m;1
7;Fiona;w;1
7;Adrian;m;1
7;Helena;w;1
7;Constantin;m;1
7;Isabella;w;1
7;Jan;m;1
7;Nora;w;1
7;Jannis;m;1
7;Paulina;w;1
7;Johann;m;1
7;Sofia;w;1
7;Levi;m;1
7;Mateo;m;1
7;Mohammed;m;1
7;Nils;m;1
7;Pepe;m;1
7;Raphael;m;1
7;Till;m;1
6;Elisabeth;w;2
6;Helene;w;2
6;Andreas;m;2
6;Karl;m;2
6;Louis;m;2
6;Amalia;w;1
6;Anastasia;w;1
6;Clara;w;1
6;Klara;w;1
6;Leni;w;1
6;Lia;w;1
6;Livia;w;1
6;Antonio;m;1
6;Lotta;w;1
6;Charlie;m;1
6;Lotte;w;1
6;Fiete;m;1
6;Mina;w;1
6;Fynn;m;1
6;Olivia;w;1
6;Hugo;m;1
6;Lio;m;1
6;Matteo;m;1
6;Milo;m;1
6;Moritz;m;1
6;Nick;m;1
6;Nico;m;1
6;Omar;m;1
6;Samuel;m;1
6;Valentin;m;1
5;Anna;w;2
5;Isabella;w;2
5;Jane;w;2
5;Bruno;m;2
5;Johanna;w;2
5;Emilio;m;2
5;Leonie;w;2
5;Felix;m;2
5;Friedrich;m;2
5;Joel;m;2
5;Leander;m;2
5;Oliver;m;2
5;Valentin;m;2
5;Kimberly;w;1
5;Luise;w;1
5;Maja;w;1
5;Marlene;w;1
5;Martha;w;1
5;Matilda;w;1
5;Melissa;w;1
5;Miriam;w;1
5;Rosalie;w;1
5;Samantha;w;1
