anzahl;vorname;geschlecht;position
19;Sophie;w;2
14;Marie;w;2
12;Alma;w;1
12;Charlotte;w;1
12;Emma;w;1
11;Alexander;m;2
11;Anton;m;1
11;Finn;m;1
10;Oskar;m;1
10;Lina;w;1
9;Emil;m;1
9;Liam;m;1
9;Ella;w;1
9;Paul;m;1
9;Emilia;w;1
9;Marie;w;1
8;Charlotte;w;2
8;Alexander;m;1
8;Ben;m;1
8;Frida;w;1
8;Henry;m;1
8;Ida;w;1
8;Jonas;m;1
8;Johanna;w;1
8;Leon;m;1
8;Mia;w;1
8;Linus;m;1
7;Johanna;w;2
7;Maria;w;2
7;Sophia;w;2
7;Amelie;w;1
7;Friedrich;m;1
7;Anna;w;1
7;Jonathan;m;1
7;Lea;w;1
7;Levi;m;1
7;Sophia;w;1
7;Max;m;1
7;Moritz;m;1
7;Noah;m;1
6;Maximilian;m;2
6;Laura;w;1
6;Leonie;w;1
6;Tilda;w;1
6;Bruno;m;1
6;Karl;m;1
6;Ole;m;1
6;Vincent;m;1
5;Karl;m;2
5;Alina;w;1
5;Elena;w;1
5;Fritzi;w;1
5;Greta;w;1
5;Arthur;m;1
5;Hannah;w;1
5;Elias;m;1
5;Lara;w;1
5;Joris;m;1
5;Lilly;w;1
5;Lukas;m;1
5;Marla;w;1
5;Maximilian;m;1
5;Pia;w;1
5;Milan;m;1
5;Sarah;w;1
5;Niklas;m;1
5;Theo;m;1
4;Fritz;m;2
4;Henry;m;2
4;Willi;m;2
4;William;m;2
4;Lou;w;2
4;Luisa;w;2
4;Matilda;w;2
4;Viktoria;w;2
4;Alva;w;1
4;Ava;w;1
4;Fynn;m;1
4;Carlotta;w;1
4;Jakob;m;1
4;Fiona;w;1
4;Leonardo;m;1
4;Frieda;w;1
4;Louis;m;1
4;Julia;w;1
4;Luca;m;1
4;Karlotta;w;1
4;Mats;m;1
4;Lana;w;1
4;Maxim;m;1
4;Lena;w;1
4;Milo;m;1
4;Leni;w;1
4;Nils;m;1
4;Lotta;w;1
4;Simon;m;1
4;Luisa;w;1
4;Till;m;1
4;Maja;w;1
4;Tim;m;1
4;Matilda;w;1
4;Mila;w;1
4;Mira;w;1
4;Paula;w;1
4;Paulina;w;1
4;Pauline;w;1
4;Ronja;w;1
4;Rosalie;w;1
3;Arthur;m;2
3;Benjamin;m;2
3;Christian;m;2
3;David;m;2
3;Edith;w;2
3;Friedrich;m;2
3;Josefine;w;2
3;Henri;m;2
3;Juna;w;2
3;Julius;m;2
3;Louise;w;2
3;Moritz;m;2
3;Luna;w;2
3;Noel;m;2
3;Magdalena;w;2
3;Ole;m;2
3;Pauline;w;2
3;Otto;m;2
3;Rosalie;w;2
3;Robert;m;2
3;Valentina;w;2
3;Zoe;w;2
3;Adam;m;1
3;Bela;m;1
3;Carl;m;1
3;Carlo;m;1
3;Constantin;m;1
3;Damian;m;1
3;Edgar;m;1
3;Enno;m;1
3;Alexandra;w;1
3;Felix;m;1
3;Amalia;w;1
3;Frederik;m;1
3;Antonia;w;1
3;Gustav;m;1
3;Elisa;w;1
3;Henrik;m;1
3;Elli;w;1
3;Jannis;m;1
3;Emily;w;1
3;Janosch;m;1
3;Helena;w;1
3;John;m;1
3;Karla;w;1
3;Jona;m;1
3;Katharina;w;1
3;Jonte;m;1
3;Klara;w;1
3;Julius;m;1
3;Lia;w;1
3;Juri;m;1
3;Lilith;w;1
3;Kasimir;m;1
3;Lisa;w;1
3;Lasse;m;1
3;Magdalena;w;1
3;Lennard;m;1
3;Maria;w;1
3;Leo;m;1
3;Marlene;w;1
3;Lewin;m;1
3;Martha;w;1
3;Lucas;m;1
3;Merle;w;1
3;Luis;m;1
3;Mina;w;1
3;Malte;m;1
3;Nathalie;w;1
3;Marlon;m;1
3;Nora;w;1
3;Pablo;m;1
3;Sophie;w;1
3;Rafael;m;1
3;Viktoria;w;1
3;Theodor;m;1
3;Tommy;m;1
2;Klaus;m;3
2;Maria;w;3
2;Luan;m;3
2;Luca;m;3
2;Martin;m;3
2;Maximilian;m;3
2;Adam;m;2
2;Anh;m;2
2;Aurelia;w;2
2;Anton;m;2
2;Elisabeth;w;2
2;Benedikt;m;2
2;Elise;w;2
2;Christoph;m;2
2;Elizabeth;w;2
2;Daniel;m;2
2;Emilia;w;2
2;Dean;m;2
2;Erika;w;2
2;Elias;m;2
2;Helena;w;2
2;Emanuel;m;2
2;Helene;w;2
2;Erich;m;2
2;Katharina;w;2
2;Felix;m;2
2;Klara;w;2
2;Fiete;m;2
2;Käthe;w;2
2;Frank;m;2
2;Lea;w;2
2;Hector;m;2
2;Leonie;w;2
2;Jakob;m;2
2;Leonore;w;2
2;James;m;2
2;Liv;w;2
2;Jasper;m;2
2;Louisa;w;2
2;Jonas;m;2
2;Luise;w;2
2;Jonathan;m;2
2;Margarete;w;2
2;Jürgen;m;2
2;Marlene;w;2
2;Konstantin;m;2
2;Martha;w;2
2;Leander;m;2
2;Paula;w;2
2;Leonard;m;2
2;Renate;w;2
2;Levi;m;2
2;Rosa;w;2
2;Luan;m;2
2;Magnus;m;2
2;Maurice;m;2
2;Max;m;2
2;Milo;m;2
2;Nathan;m;2
2;Niklas;m;2
2;Oskar;m;2
2;Ruben;m;2
2;Rune;m;2
2;Sebastian;m;2
2;Simon;m;2
2;Timur;m;2
2;Valentin;m;2
2;Alice;w;1
2;Alicia;w;1
2;Aaron;m;1
2;Amy;w;1
2;Adrian;m;1
2;Amélie;w;1
2;Aidan;m;1
2;Anabelle;w;1
2;Aleksander;m;1
2;Anastasia;w;1
2;Alvin;m;1
2;Anni;w;1
2;Andreas;m;1
2;Belinda;w;1
2;Arne;m;1
2;Ellena;w;1
2;Benjamin;m;1
2;Emilie;w;1
2;Bilal;m;1
2;Finja;w;1
2;Charlie;m;1
2;Flora;w;1
2;Daniel;m;1
2;Freyja;w;1
2;Emilian;m;1
2;Hanna;w;1
2;Emilio;m;1
2;Hedi;w;1
2;Erwin;m;1
2;Helene;w;1
2;Fabian;m;1
2;Isabel;w;1
2;Finley;m;1
2;Isabell;w;1
2;Finnley;m;1
2;Isabella;w;1
2;Fred;m;1
2;Isabelle;w;1
2;Fritz;m;1
2;Jennifer;w;1
2;Hektor;m;1
2;Joni;w;1
2;Jacob;m;1
2;Juli;w;1
2;Janne;m;1
2;Juna;w;1
2;Jano;m;1
2;Karolina;w;1
2;Jaron;m;1
2;Kira;w;1
2;Jasper;m;1
2;Leia;w;1
2;Jonah;m;1
2;Linda;w;1
2;Joshua;m;1
2;Linnea;w;1
2;Kai;m;1
2;Livia;w;1
2;Kilian;m;1
2;Lore;w;1
2;Kolja;m;1
2;Lotte;w;1
2;Konrad;m;1
2;Luise;w;1
2;Konstantin;m;1
2;Maeva;w;1
2;Lennart;m;1
2;Malea;w;1
2;Lenny;m;1
2;Mara;w;1
2;Leonard;m;1
2;Mathilda;w;1
2;Levian;m;1
2;Maya;w;1
2;Lian;m;1
2;Melina;w;1
2;Lio;m;1
2;Mika;w;1
2;Luke;m;1
2;Milla;w;1
2;Mark;m;1
2;Miriam;w;1
2;Matheo;m;1
2;Mona;w;1
2;Matti;m;1
2;Nele;w;1
2;Mattis;m;1
2;Nika;w;1
2;Merlin;m;1
2;Nina;w;1
2;Michael;m;1
2;Nola;w;1
2;Mika;m;1
2;Philippa;w;1
2;Milian;m;1
2;Stella;w;1
2;Mio;m;1
2;Svea;w;1
2;Miro;m;1
2;Tessa;w;1
2;Nick;m;1
2;Thea;w;1
2;Nikolai;m;1
2;Victoria;w;1
2;Noel;m;1
2;Wanda;w;1
2;Otto;m;1
2;Zeinab;w;1
2;Pepe;m;1
2;Zora;w;1
2;Rayan;m;1
2;Richard;m;1
2;Robert;m;1
2;Rufus;m;1
2;Ryan;m;1
2;Tom;m;1
2;Toni;m;1
2;Wilhelm;m;1
2;Yannick;m;1
1;Jack;m;4
1;Helene;w;4
1;Malik;m;4
1;Iris;w;4
1;Rouwen;m;4
1;Luna;w;4
1;Makoutsing;w;4
1;Alexandrovna;w;3
1;Anh;w;3
1;Anna;w;3
1;Birgit;w;3
1;André;m;3
1;Christin;w;3
1;Anton;m;3
1;Czeslawa;w;3
1;August;m;3
1;Elsbeth;w;3
1;Bodo;m;3
1;Emma;w;3
1;Bolle;m;3
1;Genowefa;w;3
1;Burghart;m;3
1;Gina;w;3
1;Dieter;m;3
1;Grace;w;3
1;Elabbar;m;3
1;Grete;w;3
1;Emilian;m;3
1;Halool;w;3
1;Fenris;m;3
1;Hannelore;w;3
1;Georg;m;3
1;Hansine;w;3
1;Helge;m;3
1;Helenna;w;3
1;Henning;m;3
1;Hermine;w;3
1;Henry;m;3
1;Ingrid;w;3
1;Jackson;m;3
1;Josefin;w;3
1;Jens;m;3
1;Joy;w;3
1;Junior;m;3
1;Karin;w;3
1;Jürgen;m;3
1;Lucija;w;3
1;Kevin;m;3
1;Luise;w;3
1;Konstantin;m;3
1;Lupita;w;3
1;Kurt;m;3
1;Margarete;w;3
1;Lukas;m;3
1;Marie;w;3
1;Manfred;m;3
1;Ming;w;3
1;Mohamed;m;3
1;Narumi;w;3
1;Nabil;m;3
1;Nhi;w;3
1;Oliver;m;3
1;Oleksandr'ovna;w;3
1;Orhan;m;3
1;Pela;w;3
1;Otto;m;3
1;Rose;w;3
1;Paul;m;3
1;Sara;w;3
1;Ralph;m;3
1;Silvia;w;3
1;Raymond;m;3
1;Sylvia;w;3
1;Roland;m;3
1;Tahia;w;3
1;Ruben;m;3
1;Ursel;w;3
1;Runar;m;3
1;Viktoria;w;3
1;Said;m;3
1;Wendy;w;3
1;Saja;m;3
1;Sebastian;m;3
1;Sergio;m;3
1;Shiddiq;m;3
1;Toni;m;3
1;Uwe;m;3
1;Valerius;m;3
1;Volker;m;3
1;Von;m;3
1;Xavier;m;3
1;Yuri;m;3
1;Albertine;w;2
1;Aldemirova;w;2
1;Alea;w;2
1;Aleksandra;w;2
1;Alena;w;2
1;Alexandra;w;2
1;Alice;w;2
1;Alina;w;2
1;Amal;w;2
1;Amed;w;2
1;Amelie;w;2
1;An;w;2
1;Andreea;w;2
1;Anh;w;2
1;Aaron;m;2
1;Anisja;w;2
1;Abdussalam;m;2
1;Anja;w;2
1;Abilio;m;2
1;Anna;w;2
1;Aiden;m;2
1;Annabelle;w;2
1;Ait;m;2
1;Annette;w;2
1;Akjoltoy;m;2
1;Anni;w;2
1;Alan;m;2
1;Anouk;w;2
1;Albert;m;2
1;Antonia;w;2
1;Albin;m;2
1;Atanasova;w;2
1;Aleksander;m;2
1;Auguste;w;2
1;Alessandro;m;2
1;Ava;w;2
1;Amadeus;m;2
1;Biruta;w;2
1;Amandus;m;2
1;Blanca;w;2
1;Amun;m;2
1;Bozhena;w;2
1;Ananda;m;2
1;Bree;w;2
1;Anubis;m;2
1;Carlotta;w;2
1;Arif;m;2
1;Charlene;w;2
1;Armin;m;2
1;Charlott;w;2
1;Arno;m;2
1;Charlotta;w;2
1;Aurelius;m;2
1;Chiamanda;w;2
1;Aurin;m;2
1;Christa;w;2
1;Ayan;m;2
1;Christin;w;2
1;Ayden;m;2
1;Clara;w;2
1;Balou;m;2
1;Coralie;w;2
1;Bela;m;2
1;Cornelia;w;2
1;Ben;m;2
1;Cosima;w;2
1;Benedict;m;2
1;Diane;w;2
1;Bernd;m;2
1;Dimitrova;w;2
1;Bernárd;m;2
1;Dubois;w;2
1;Bruno;m;2
1;Dzhuniet;w;2
1;Can;m;2
1;Edna;w;2
1;Carl;m;2
1;Ekaterina;w;2
1;Carlo;m;2
1;Elara;w;2
1;Charlie;m;2
1;Elin;w;2
1;Chimeremeze;m;2
1;Elisa;w;2
1;Christopher;m;2
1;Ella;w;2
1;Claas;m;2
1;Elle;w;2
1;Conrad;m;2
1;Ellen;w;2
1;Cord;m;2
1;Ellie;w;2
1;Cornelius;m;2
1;Elsbeth;w;2
1;Danyal;m;2
1;Elsey;w;2
1;Denisovich;m;2
1;Elén;w;2
1;Dennis;m;2
1;Emily;w;2
1;Dieter;m;2
1;Emmi;w;2
1;Dietrich;m;2
1;Eva;w;2
1;Duy;m;2
1;Ewa;w;2
1;Edgar;m;2
1;Fabienne;w;2
1;Elander;m;2
1;Feline;w;2
1;Elian;m;2
1;Freya;w;2
1;Emil;m;2
1;Frida;w;2
1;Emilio;m;2
1;Frieda;w;2
1;Endric;m;2
1;Friedel;w;2
1;Eseh;m;2
1;Friederike;w;2
1;Etienne;m;2
1;Fritzi;w;2
1;Fabian;m;2
1;Gabriele;w;2
1;Fabrice;m;2
1;Gerdi;w;2
1;Fietje;m;2
1;Gianna;w;2
1;Finley;m;2
1;Gina;w;2
1;Finnik;m;2
1;Greta;w;2
1;Florian;m;2
1;Hanna;w;2
1;Florin;m;2
1;Hannelore;w;2
1;Franz;m;2
1;Hjördis;w;2
1;François;m;2
1;Ilse;w;2
1;Fred;m;2
1;Irmgard;w;2
1;Frederik;m;2
1;Isabel;w;2
1;Fryderyk;m;2
1;Isabell;w;2
1;Gerd;m;2
1;Isobel;w;2
1;Gerhard;m;2
1;Itti;w;2
1;Grey;m;2
1;Jainab;w;2
1;Grégoire;m;2
1;Jana;w;2
1;Gustav;m;2
1;Jane;w;2
1;Halis;m;2
1;Jasmin;w;2
1;Hannes;m;2
1;Jenny;w;2
1;Hans;m;2
1;Joelle;w;2
1;Harald;m;2
1;Joleen;w;2
1;Hayo;m;2
1;Julia;w;2
1;Hendrik;m;2
1;Julianna;w;2
1;Henner;m;2
1;Jutta;w;2
1;Holger;m;2
1;Karola;w;2
1;Hugo;m;2
1;Katarina;w;2
1;Immanuel;m;2
1;Kate;w;2
1;Isaac;m;2
1;Katharine;w;2
1;Ismail;m;2
1;Kleopatra;w;2
1;Jan;m;2
1;Konstanze;w;2
1;Jannis;m;2
1;Lena;w;2
1;Jari;m;2
1;Leni;w;2
1;Jaro;m;2
1;Leona;w;2
1;Jayden;m;2
1;Leontina;w;2
1;Jesper;m;2
1;Leslie;w;2
1;Jo;m;2
1;Lewgalon;w;2
1;Johan;m;2
1;Lieselotte;w;2
1;Johann;m;2
1;Lisa;w;2
1;Johannes;m;2
1;Lissy;w;2
1;John;m;2
1;Lore;w;2
1;Jonah;m;2
1;Lotta;w;2
1;Joshua;m;2
1;Lotte;w;2
1;Kalani;m;2
1;Louann;w;2
1;Kaleo;m;2
1;Lucia;w;2
1;Karsten;m;2
1;Lucie;w;2
1;Kasimir;m;2
1;Lucy;w;2
1;Kassem;m;2
1;Lumi;w;2
1;Kent;m;2
1;Luzie;w;2
1;Klaus;m;2
1;Madita;w;2
1;Krzysztof-Michael;m;2
1;Mahmood;w;2
1;Lamin;m;2
1;Mai-Lan;w;2
1;Lamine;m;2
