anzahl;vorname;geschlecht;position
36;Marie;w;2
31;Sophie;w;2
30;Emilia;w;1
24;Charlotte;w;1
23;Charlotte;w;2
21;Alexander;m;2
21;Maria;w;2
21;Anton;m;1
21;Elias;m;1
21;Anna;w;1
20;Luise;w;2
20;Oskar;m;1
20;Paul;m;1
18;Lena;w;1
18;Emil;m;1
18;Lina;w;1
18;Jonathan;m;1
18;Mila;w;1
17;Maximilian;m;1
17;Emma;w;1
17;Noah;m;1
17;Mia;w;1
16;Johanna;w;2
16;Ben;m;1
16;Louis;m;1
15;Sophia;w;1
15;Jonas;m;1
14;Anton;m;2
14;Leonard;m;1
14;Milan;m;1
13;Paul;m;2
13;Mira;w;1
13;Adam;m;1
13;Leon;m;1
13;Luca;m;1
13;Theo;m;1
12;Maximilian;m;2
12;Amelie;w;1
12;Clara;w;1
12;Ida;w;1
12;Laura;w;1
12;Mathilda;w;1
12;Nora;w;1
12;Paula;w;1
12;Liam;m;1
12;Lukas;m;1
12;Niklas;m;1
12;Vincent;m;1
11;Elias;m;2
11;Jonathan;m;2
11;Anna;w;2
11;Elisabeth;w;2
11;Ella;w;1
11;Lara;w;1
11;Marie;w;1
11;Maya;w;1
11;Alexander;m;1
11;Felix;m;1
11;Henri;m;1
11;Jakob;m;1
11;Levi;m;1
10;Ali;m;2
10;Sophia;w;2
10;Aurelia;w;1
10;Leonie;w;1
10;Maja;w;1
10;Ali;m;1
10;Arthur;m;1
10;David;m;1
10;Karl;m;1
10;Linus;m;1
10;Milo;m;1
10;Ole;m;1
10;Valentin;m;1
9;Valentin;m;2
9;Emilia;w;2
9;Frieda;w;1
9;Johanna;w;1
9;Mara;w;1
9;Pia;w;1
9;Romy;w;1
9;Sophie;w;1
9;Julius;m;1
9;Moritz;m;1
9;Tim;m;1
8;Alma;w;1
8;Alva;w;1
8;Elena;w;1
8;Frida;w;1
8;Hanna;w;1
8;Hannah;w;1
8;Juna;w;1
8;Carl;m;1
8;Lilly;w;1
8;Finn;m;1
8;Maria;w;1
8;Julian;m;1
8;Pauline;w;1
8;Leo;m;1
8;Rosa;w;1
8;Max;m;1
8;Zoe;w;1
8;Nils;m;1
7;Julian;m;2
7;Karl;m;2
7;Ada;w;1
7;Adrian;m;1
7;Amira;w;1
7;Henry;m;1
7;Cleo;w;1
7;Jannis;m;1
7;Elif;w;1
7;Joshua;m;1
7;Emily;w;1
7;Lennard;m;1
7;Eva;w;1
7;Lian;m;1
7;Helena;w;1
7;Mika;m;1
7;Lea;w;1
7;Theodor;m;1
7;Lia;w;1
7;Yusuf;m;1
7;Matilda;w;1
7;Sarah;w;1
7;Sofia;w;1
7;Tilda;w;1
6;Andreas;m;2
6;Clara;w;2
6;Benjamin;m;2
6;Luisa;w;2
6;Henry;m;2
6;Johannes;m;2
6;Leon;m;2
6;Noah;m;2
6;Peter;m;2
6;Theodor;m;2
6;Bela;m;1
6;Damian;m;1
6;Emilio;m;1
6;Erik;m;1
6;Alina;w;1
6;Fynn;m;1
6;Maila;w;1
6;Luis;m;1
6;Merle;w;1
6;Matheo;m;1
6;Stella;w;1
6;Nathan;m;1
6;Samuel;m;1
5;Maria;w;3
5;Marie;w;3
5;Amalia;w;2
5;Ann;w;2
5;Elena;w;2
5;Elise;w;2
5;Helene;w;2
5;Lotte;w;2
5;Ben;m;2
5;Mia;w;2
5;David;m;2
5;Olivia;w;2
5;Emil;m;2
5;Rosa;w;2
5;Louis;m;2
5;Valentina;w;2
5;Maxim;m;2
5;Noel;m;2
5;Raphael;m;2
5;Carlotta;w;1
5;Elisa;w;1
5;Benjamin;m;1
5;Flora;w;1
5;Carlo;m;1
5;Greta;w;1
5;Jonah;m;1
5;Julia;w;1
5;Kilian;m;1
5;Leni;w;1
5;Lasse;m;1
5;Lucy;w;1
5;Levin;m;1
5;Luna;w;1
5;Lucas;m;1
5;Mariella;w;1
5;Mateo;m;1
5;Nele;w;1
5;Matteo;m;1
5;Paulina;w;1
5;Mattis;m;1
5;Ronja;w;1
5;Mio;m;1
5;Sara;w;1
5;Mohammad;m;1
5;Valentina;w;1
5;Muhammed;m;1
5;Zoey;w;1
5;Nico;m;1
5;Noel;m;1
5;Raphael;m;1
5;Simon;m;1
4;Charlotte;w;3
4;Sophie;w;3
4;Alma;w;2
4;Eva;w;2
4;Ida;w;2
4;Christian;m;2
4;Jasmin;w;2
4;Elyas;m;2
4;Lia;w;2
4;Frederik;m;2
4;Lilly;w;2
4;Friedrich;m;2
4;Lotta;w;2
4;Gabriel;m;2
4;Louisa;w;2
4;Jakob;m;2
4;Magdalena;w;2
4;Johann;m;2
4;Malia;w;2
4;Julius;m;2
4;Margarete;w;2
4;Kaan;m;2
4;Melina;w;2
4;Levi;m;2
4;Merle;w;2
4;Luis;m;2
4;Victoria;w;2
4;Martin;m;2
4;Viktoria;w;2
4;Matteo;m;2
4;Michael;m;2
4;Moritz;m;2
4;Nicolas;m;2
4;Oskar;m;2
4;Ragnar;m;2
4;Sebastian;m;2
4;Willi;m;2
4;Alea;w;1
4;Amalia;w;1
4;Amy;w;1
4;Anni;w;1
4;Emir;m;1
4;Antonia;w;1
4;Fiete;m;1
4;Aurora;w;1
4;Florian;m;1
4;Defne;w;1
4;Friedrich;m;1
4;Elisabeth;w;1
4;Gustav;m;1
4;Elise;w;1
4;Hugo;m;1
4;Elsa;w;1
4;Hussein;m;1
4;Finja;w;1
4;Jakub;m;1
4;Isabell;w;1
4;John;m;1
4;Isabella;w;1
4;Jona;m;1
4;Jana;w;1
4;Jonne;m;1
4;Katharina;w;1
4;Kasimir;m;1
4;Leyla;w;1
4;Konstantin;m;1
4;Linnea;w;1
4;Lennox;m;1
4;Livia;w;1
4;Lion;m;1
4;Luisa;w;1
4;Malik;m;1
4;Luise;w;1
4;Marcel;m;1
4;Marla;w;1
4;Marlon;m;1
4;Melissa;w;1
4;Mattheo;m;1
4;Milena;w;1
4;Matti;m;1
4;Mina;w;1
4;Noam;m;1
4;Olivia;w;1
4;Oscar;m;1
4;Toni;w;1
4;Rafael;m;1
4;Vanessa;w;1
4;Till;m;1
4;Viktoria;w;1
4;Wilma;w;1
4;Yuna;w;1
4;Zehra;w;1
3;Heinrich;m;3
3;Mattis;m;3
3;Vorname;m;3
3;Elisabeth;w;3
3;Martha;w;3
3;Aleksandra;w;2
3;Amara;w;2
3;Amelia;w;2
3;Amelie;w;2
3;Andrea;w;2
3;Annabelle;w;2
3;Christine;w;2
3;Isabella;w;2
3;Aaron;m;2
3;Karlotta;w;2
3;Adrian;m;2
3;Katharina;w;2
3;Alp;m;2
3;Lea;w;2
3;Antonio;m;2
3;Leni;w;2
3;Arthur;m;2
3;Leonore;w;2
3;August;m;2
3;Malina;w;2
3;Aurelius;m;2
3;Malou;w;2
3;Can;m;2
3;Marina;w;2
3;Christoph;m;2
3;Martha;w;2
3;Deniz;m;2
3;Mathilda;w;2
3;Eliah;m;2
3;Matilda;w;2
3;Elian;m;2
3;Mila;w;2
3;Erik;m;2
3;Nicole;w;2
3;Georg;m;2
3;Nur;w;2
3;Henri;m;2
3;Pauline;w;2
3;Henrik;m;2
3;Rita;w;2
3;Jasper;m;2
3;Sofie;w;2
3;Jonas;m;2
3;kein;m;2
3;Kilian;m;2
3;Konstantin;m;2
3;Leander;m;2
3;Leonidas;m;2
3;Leopold;m;2
3;Liam;m;2
3;Luca;m;2
3;Malik;m;2
3;Maria;m;2
3;Markus;m;2
3;Mika;m;2
3;Minh;m;2
3;Nael;m;2
3;Neo;m;2
3;Nikolai;m;2
3;Noam;m;2
3;Otto;m;2
3;Philipp;m;2
3;Piet;m;2
3;Rafael;m;2
3;Robert;m;2
3;Roman;m;2
3;Samuel;m;2
3;Selim;m;2
3;Steven;m;2
3;Thomas;m;2
3;Vincent;m;2
3;Yannik;m;2
3;Aaron;m;1
3;Alessio;m;1
3;Amir;m;1
3;Andreas;m;1
3;Aliya;w;1
3;August;m;1
3;Daniela;w;1
3;Benedikt;m;1
3;Diana;w;1
3;Bruno;m;1
3;Edda;w;1
3;Charlie;m;1
3;Ela;w;1
3;Daniel;m;1
3;Fatima;w;1
3;Diego;m;1
3;Fiona;w;1
3;Fabian;m;1
3;Hailey;w;1
3;Finley;m;1
3;Helene;w;1
3;Ibrahim;m;1
3;Hilda;w;1
3;Ilyas;m;1
3;Jennifer;w;1
3;Isa;m;1
3;Jona;w;1
3;Jamal;m;1
3;Klara;w;1
3;Jan;m;1
3;Laila;w;1
3;Joel;m;1
3;Leana;w;1
3;Jonte;m;1
3;Leila;w;1
3;Joris;m;1
3;Lilli;w;1
3;Julien;m;1
3;Lisa;w;1
3;Juri;m;1
3;Liya;w;1
3;Justus;m;1
3;Lotta;w;1
3;Kian;m;1
3;Malou;w;1
3;Laurin;m;1
3;Marlene;w;1
3;Leonardo;m;1
3;Martha;w;1
3;Lionel;m;1
3;Maryam;w;1
3;Liyan;m;1
3;Mathilde;w;1
3;Luka;m;1
3;Medina;w;1
3;Luke;m;1
3;Melina;w;1
3;Mats;m;1
3;Minna;w;1
3;Maxim;m;1
3;Nala;w;1
3;Miran;m;1
3;Nina;w;1
3;Muhammad;m;1
3;Rosalie;w;1
3;noch;m;1
3;Selina;w;1
3;Omar;m;1
3;Smilla;w;1
3;Patrick;m;1
3;Tamara;w;1
3;Pepe;m;1
3;Thea;w;1
3;Phileas;m;1
3;Yasmin;w;1
3;Philipp;m;1
3;Richard;m;1
3;Selim;m;1
3;Silas;m;1
3;Taim;m;1
3;Thees;m;1
3;Tony;m;1
3;Umut;m;1
3;Viktor;m;1
3;William;m;1
3;Wim;m;1
3;Yaman;m;1
3;Youssef;m;1
3;Ömer;m;1
2;Elias;m;3
2;Elyas;m;3
2;Jaro;m;3
2;Maria;m;3
2;Christel;w;3
2;Peter;m;3
2;Leni;w;3
2;Raphael;m;3
2;Lucia;w;3
2;Severin;m;3
2;Rose;w;3
2;Steven;m;3
2;Theodor;m;3
2;Ada;w;2
2;Aleyna;w;2
2;Amira;w;2
2;Anaïs;w;2
2;Angelika;w;2
2;Angelova;w;2
2;Anita;w;2
2;Antonia;w;2
2;Aurora;w;2
2;Aziza;w;2
2;Beatrice;w;2
2;Carina;w;2
2;Carla;w;2
2;Celine;w;2
2;Chanel;w;2
2;Edith;w;2
2;Elif;w;2
2;Elina;w;2
2;Ella;w;2
2;Elsa;w;2
2;Emine;w;2
2;Emma;w;2
2;Ewa;w;2
2;Florentine;w;2
2;Hanami;w;2
2;Hanni;w;2
2;Hedi;w;2
2;Helena;w;2
2;Ingeborg;w;2
2;Isabel;w;2
2;Adam;m;2
2;Isabell;w;2
2;Ahmed;m;2
2;Isabelle;w;2
2;Aleksander;m;2
2;Joana;w;2
2;Aljoscha;m;2
2;Joleen;w;2
2;Alvar;m;2
2;Joline;w;2
2;Alvin;m;2
2;Julia;w;2
2;Amadeus;m;2
2;Julie;w;2
2;André;m;2
2;Kalea;w;2
2;Ari;m;2
2;Liane;w;2
2;Armin;m;2
2;Lisa;w;2
2;Asenov;m;2
2;Lou;w;2
2;Augustin;m;2
2;Louise;w;2
2;Benedikt;m;2
2;Lucie;w;2
2;Bo;m;2
2;Lynn;w;2
2;Caspar;m;2
2;Madeleine;w;2
2;Constantin;m;2
2;Mai;w;2
2;Cooper;m;2
2;Maja;w;2
2;Damien;m;2
2;Malin;w;2
2;Daniel;m;2
2;Margareta;w;2
2;Dean;m;2
2;Marion;w;2
2;Dieter;m;2
2;Marleen;w;2
2;Edgar;m;2
2;Martina;w;2
2;Elia;m;2
2;Meryem;w;2
