anzahl;vorname;geschlecht;position
65;Marie;w;2
61;Sophie;w;2
60;Maria;w;2
39;Noah;m;1
38;Emilia;w;1
36;Paul;m;1
34;Charlotte;w;1
31;Jakob;m;1
31;Lina;w;1
30;Emil;m;1
30;Leon;m;1
29;Anna;w;1
28;Mira;w;1
27;Alexander;m;2
27;Elias;m;1
27;Mia;w;1
27;Mila;w;1
26;Anton;m;1
25;Felix;m;1
25;Emma;w;1
25;Greta;w;1
24;Maximilian;m;1
23;Jonathan;m;1
23;Ella;w;1
23;Johanna;w;1
23;Marie;w;1
22;Maximilian;m;2
22;Oskar;m;1
22;Theodor;m;1
22;Sophia;w;1
21;Adam;m;1
21;Ali;m;1
21;Finn;m;1
21;Max;m;1
20;Paul;m;2
20;Charlotte;w;2
20;Emilia;w;2
20;Clara;w;1
20;Elisa;w;1
20;Hannah;w;1
20;Luis;m;1
20;Milan;m;1
20;Theo;m;1
19;Lea;w;1
19;Alexander;m;1
19;David;m;1
19;Jonas;m;1
19;Julian;m;1
18;David;m;2
18;Valentin;m;2
18;Anna;w;2
18;Luise;w;2
18;Ava;w;1
18;Hanna;w;1
18;Lara;w;1
18;Matteo;m;1
17;Emily;w;1
17;Frida;w;1
17;Mina;w;1
17;Paula;w;1
17;Aaron;m;1
17;Sarah;w;1
17;Henry;m;1
17;Liam;m;1
17;Luca;m;1
16;Ali;m;2
16;Elena;w;1
16;Leonie;w;1
16;Maria;w;1
16;Ben;m;1
16;Maya;w;1
16;Gabriel;m;1
16;Olivia;w;1
16;Karl;m;1
16;Sophie;w;1
16;Louis;m;1
16;Moritz;m;1
15;Karl;m;2
15;Sophia;w;2
15;Ida;w;1
15;Nora;w;1
15;Lukas;m;1
14;Elisabeth;w;2
14;Amelie;w;1
14;Julius;m;1
14;Frieda;w;1
14;Leonard;m;1
14;Klara;w;1
14;Levi;m;1
14;Marlene;w;1
14;Malik;m;1
14;Matilda;w;1
14;Valentin;m;1
13;Anton;m;2
13;Benjamin;m;2
13;Can;m;2
13;Elias;m;2
13;Emil;m;2
13;Noah;m;2
13;Antonia;w;1
13;Joshua;m;1
13;Isabella;w;1
13;Milo;m;1
13;Lena;w;1
13;Vincent;m;1
13;Lia;w;1
13;Rosa;w;1
12;Johanna;w;2
12;Jonathan;m;2
12;Daniel;m;1
12;Hamza;m;1
12;Alina;w;1
12;Leo;m;1
12;Laura;w;1
12;Leni;w;1
12;Lotta;w;1
12;Luisa;w;1
12;Maja;w;1
12;Mathilda;w;1
11;Helene;w;2
11;Josephine;w;2
11;Nur;w;2
11;Johann;m;2
11;Levi;m;2
11;Amir;m;1
11;Benjamin;m;1
11;Fabian;m;1
11;Fritz;m;1
11;Niklas;m;1
11;Samuel;m;1
11;Nele;w;1
11;Simon;m;1
11;Pauline;w;1
11;Romy;w;1
10;Marie;w;3
10;Rose;w;2
10;Victoria;w;2
